incident_date,incident_time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
01/01/21,48,ASH6151,E75L,2000,SAV,Green,No,Savannah,Georgia
01/01/21,56,SKW3321,E75L,17000,ZOA,Green,No,Fremont,California
01/01/21,102,ACO2204,C208,5000,DSM,Green,No,Des Moines,Iowa
01/01/21,125,AMF2521,E120,2000,ONT,Green,No,Ontario,California
01/01/21,140,N149MF,BE9L,4000,ZSE,Green,No,Auburn,Washington
01/01/21,215,NKS2412,A319,4000,F11,Green,No,Orlando,Florida
01/01/21,330,UPS945,B767,8000,NCT,Green,No,Mather,California
01/01/21,446,UAL591,B738,8000,SCT,Green,No,San Diego,California
01/01/21,528,FFT244,A320,3000,I90,Green,No,Houston,Texas
01/01/21,729,UAL1947,B739,19000,ZOA,Green,No,Fremont,California
01/01/21,859,LN911PB,B407,700,PBI,Green,No,West Palm Beach,Florida
01/01/21,2209,ASA15,B739,12000,ZBW,Green,No,Nashua,New Hampshire
01/02/21,30,EJA542,C68A,2000,MIA,Green,No,Miami,Florida
01/02/21,33,RPA3405,E170,3500,BNA,Blue,No,Nashville,Tennessee
01/02/21,35,AR2,HELO,400,MIA,Green,No,Miami,Florida
01/02/21,36,NKS1174,A320,3000,BNA,Blue,No,Nashville,Tennessee
01/02/21,140,SWA2917,B737,4000,F11,Green,No,Orlando,Florida
01/02/21,200,N4P,C182,1200,SMX,Green,No,Santa Maria,California
01/02/21,542,SKW3214,CRJ7,6000,SBA,Green,No,Santa Barbara,California
01/02/21,545,SWA1377,B737,15000,NCT,Green,No,Mather,California
01/02/21,548,NKS868,A320,35000,ZLA,Green,No,Palmsdale,California
01/02/21,550,SWA4809,B737,3000,SCT,Green,No,San Diego,California
01/02/21,1245,KMK236,C208,1000,HCF,Green,No,Honolulu,Hawaii
01/02/21,2354,N1047M,P28A,4500,A80,Green,No,Peachtree City,Georgia
01/03/21,43,SKW5534,E75L,29000,ZDC,Green,No,Leesburg,Virginia
01/03/21,43,AAL2428,A320,37000,ZDC,Green,No,Leesburg,Virginia
01/03/21,43,FSR919,GL7T,45000,ZDC,Green,No,Leesburg,Virginia
01/03/21,45,TROOPER8,B407,1300,MGE,Green,No,Marietta ,Georgia
01/03/21,59,DAL1612,B739,2500,MCO,Green,No,Orlando,Florida
01/03/21,148,ASA499,B738,4000,SCT,Green,No,San Diego,California
01/03/21,215,SKW3360,E75L,4000,SCT,White,No,San Diego,California
01/03/21,219,IDAHO14,C208,10500,ELP,Unk,No,El Paso,Texas
01/03/21,259,SKW5534,E75L,29000,ZDC,Green,No,Leesburg,Virginia
01/03/21,303,G72094,UH72,3500,SDM,Green,No,San Diego,California
01/03/21,313,N5415D,C172,4500,ZLC,Green,No,Salt Lake City,Utah
01/03/21,316,UCA4853,E45X,7000,I90,Green,No,Houston,Texas
01/03/21,434,N111WW,FA50,5000,SCT,Green,No,San Diego,California
01/03/21,437,SWA1676,B738,2000,RSW,Green,No,Fort Myers,Florida
01/03/21,535,RESCUE1,B06,2500,I90,Green,No,Houston,Texas
01/03/21,612,UAL1205,B739,14000,ZLA,Green,No,Palmsdale,California
01/03/21,615,UAL706,B753,12000,ZLA,Green,No,Palmsdale,California
01/03/21,933,FDX900,B752,15000,ZMP,Blue,No,Dodge Center,Minnesota
01/03/21,1244,N646LF,A119,Unk,ZSE,Unk,No,Auburn,Washington
01/03/21,1410,AAH15,B733,3000,HCF,Blue,No,Honolulu,Hawaii
01/03/21,2230,SKW5491,E75L,2700,CVG,Green,No,Covington,Kentucky
01/03/21,2338,EDV4840,CRJ9,7000,CAE,Green,No,Columbia,South Carolina
01/04/21,25,LN655JH,LJ35,5000,D10,Green,No,Dallas-Fort Worth,Texas
01/04/21,40,JIA5549,CRJ9,30000,ZJX,Green,No,Hillard,Florida
01/04/21,43,DAL1862,B739,5500,M98,Green,No,Minneapolis,Minnesota
01/04/21,49,N2424L,C172,2500,GYR,Green,No,Goodyear,Arizona
01/04/21,55,N904P,BE9L,5500,TPA,Green,No,Tampa,Florida
01/04/21,101,DAL1728,A321,23000,ZJX,Green,No,Hillard,Florida
01/04/21,105,SWA3187,B737,22000,ZFW,Green,No,Fort Worth,Texas
01/04/21,115,SWA2367,B737,12000,ZFW,Green,No,Fort Worth,Texas
01/04/21,124,FDX359,B752,1200,MCO,Green,No,Orlando,Florida
01/04/21,130,SKY96Q,C172,1500,RBD,Green,No,Dallas,Texas
01/04/21,131,PDT6111,E145,18000,ZHU,Green,No,Houston,Texas
01/04/21,144,N179WC,C25B,10700,D01,Blue,No,Denver,Colorado
01/04/21,145,JIA5035,CRJ9,Unk,CLT,Green,No,Charlotte,North Carolina
01/04/21,209,PDT6223,E145,9000,ROA,Green,No,Roanoke,Virginia
01/04/21,308,UAL490,A320,15000,ZHU,Green,No,Houston,Texas
01/04/21,310,JTL827,C56X,6000,NCT,Green,No,Mather,California
01/04/21,738,ASH6049,E75L,4000,P31,Blue,No,Pensacola,Florida
01/04/21,742,N680GM,CL35,15000,NCT,Green,No,Mather,California
01/04/21,746,JSX8137,E135,1000,SJC,Green,No,San Jose,California
01/04/21,750,AAL2688,A321,1500,MIA,Green,No,Miami,Florida
01/04/21,754,FFT2939,A20N,1000,MIA,Green,No,Miami,Florida
01/04/21,756,AAL200,B738,11000,P50,Green,No,Phoenix,Arizona
01/04/21,759,AAL2905,B738,8000,S46,Green,No,Burien,Washington
01/04/21,802,DAL1422,A321,1500,MIA,Green,No,Miami,Florida
01/04/21,804,CKS538,B744,600,MIA,Green,No,Miami,Florida
01/04/21,806,LTG8484,B767,500,MIA,Green,No,Miami,Florida
01/04/21,809,GTI8089,B744,1000,MIA,Green,No,Miami,Florida
01/04/21,812,QXE2519,DH8D,3000,PDX,Blue,No,Portland,Oregon
01/04/21,815,KFS150,LJ35,1000,MIA,Green,No,Miami,Florida
01/04/21,817,LCO1106,B763,1000,MIA,Green,No,Miami,Florida
01/04/21,820,AAL1456,A321,1000,MIA,Green,No,Miami,Florida
01/04/21,822,GTI8373,B744,1500,MIA,Green,No,Miami,Florida
01/04/21,1408,AAL888,B738,5000,P80,Blue,No,Portland,Oregon
01/04/21,2306,HRCAN17,HELO,1300,RIC,Green,No,Richmond,Virginia
01/04/21,2327,SWA140,B737,3500,BNA,Blue,No,Nashville,Tennessee
01/04/21,2340,DAL1504,B712,29000,ZID,Green,No,Indianapolis,Indiana
01/05/21,15,PAT12,HELO,2000,IAD,Green,No,Washington,District of Columbia
01/05/21,25,SKW4663,CRJ2,4000,BIL,Green,No,Billings,Montana
01/05/21,29,N717TP,PC12,5000,BIL,Green,No,Billings,Montana
01/05/21,47,N388JP,DA40,6500,BJC,Green,No,Denver,Colorado
01/05/21,100,UAL433,B738,17000,D01,Green,No,Denver,Colorado
01/05/21,101,SWA910,B738,25000,ZTL,Green,No,Hampton,Georgia
01/05/21,104,N56798,P28A,3000,CLT,Green,Yes,Charlotte,North Carolina
01/05/21,105,FNX302,C402,5000,CLT,Green,No,Charlotte,North Carolina
01/05/21,114,WING12,HELO,1500,MEM,Green,No,Memphis,Tennessee
01/05/21,125,SWA304,B737,6000,I90,Green,No,Houston,Texas
01/05/21,215,PDT6250,E145,14500,ZTL,Green,No,Hampton,Georgia
01/05/21,225,N106GK,LJ70,5000,SCT,Green,No,San Diego,California
01/05/21,331,SWA543,B737,7000,D01,Green,No,Denver,Colorado
01/05/21,335,SKW5789,CRJ2,7000,LIT,Green,No,Little Rock,Arkansas
01/05/21,339,SWA6005,B737,6000,BNA,Green,No,Nashville,Tennessee
01/05/21,346,UAL241,A320,3500,CVG,Green,No,Covington,Kentucky
01/05/21,426,RDDL401,C172,5000,F11,Green,No,Orlando,Florida
01/05/21,456,SKW3257,CRJ7,18000,ZAB,Green,No,Albuquerque,New Mexico
01/05/21,458,N906TF,FA7X,2000,BUR,Green,No,Burbank,California
01/05/21,509,UPS85,B744,8000,SCT,Green,No,San Diego,California
01/05/21,512,FFT607,A20N,11000,D01,Green,No,Denver,Colorado
01/05/21,514,SKW5977,E75L,5000,BOI,Green,No,Boise,Idaho
01/05/21,757,UPS9303,B763,33000,ZTL,Green,No,Hampton,Georgia
01/05/21,924,CFS8298,AT43,8000,ZFW,Green,No,Fort Worth,Texas
01/06/21,30,N426SK,C172,2500,PSC,Green,No,Pasco,Washington
01/06/21,30,N278AG,PA44,4500,D10,Green,No,Dallas-Fort Worth,Texas
01/06/21,31,SLH816,C560,7000,R90,Blue,No,Bellevue,Nebraska
01/06/21,45,MRA695,C208,2500,CAE,Green,No,Columbia,South Carolina
01/06/21,115,UPS9507,A306,34000,ZJX,Blue,No,Hillard,Florida
01/06/21,200,N739YZ,C172,800,EMT,Green,No,El Monte,California
01/06/21,200,HAL24,A21N,6000,NCT,Green,No,Mather,California
01/06/21,210,SLAM80,C17,3500,RIV,Green,No,Riverside,California
01/06/21,311,FIRE1,HELO,1500,FUL,Green,No,Fullerton,California
01/06/21,345,VTE989,GLEX,11000,L30,Green,No,Las Vegas,Nevada
01/06/21,350,N501ER,C172,2500,I90,Green,No,Houston,Texas
01/06/21,408,GTI73,B747,1500,MIA,Green,No,Miami,Florida
01/06/21,438,UCA4813,E45X,16000,ZFW,Green,No,Fort Worth,Texas
01/06/21,449,N22W,C208,5000,P80,Green,No,Portland,Oregon
01/06/21,540,SWA1879,B738,6000,HCF,Green,No,Honolulu,Hawaii
01/06/21,543,N418DL,LJ31,3000,PIT,Green,No,Pittsburgh,Pennsylvania
01/06/21,546,DAL664,B752,6000,P50,Green,No,Phoenix,Arizona
01/06/21,548,FDX1837,B763,28000,ZLA,Green,No,Palmsdale,California
01/06/21,551,JLG304,C25B,7500,HSV,Green,No,Huntsville,Alabama
01/06/21,555,KAL51,B77L,800,ZMA,Green,No,Melbourne,Florida
01/06/21,600,GTI36,B744,800,ZMA,Green,No,Melbourne,Florida
01/06/21,602,JLG97,C25B,2600,CVG,Green,No,Covington,Kentucky
01/06/21,607,NKS1779,A320,1500,BWI,Green,No,Baltimore,Maryland
01/06/21,1230,UPS948,A306,12000,NCT,Green,No,Mather,California
01/06/21,2307,UPS2292,B767,8000,CAE,Green,No,Columbia,South Carolina
01/06/21,2357,LTA54,DA40,3000,IND,Green,No,Indianapolis,Indiana
01/07/21,108,N6727X,C310,6500,ZHU,Red,No,Houston,Texas
01/07/21,135,N55BA,H25B,7000,SLC,Green,No,Salt Lake City,Utah
01/07/21,135,FDX379,DC10,9800,SAT,Green,No,San Antonio,Texas
01/07/21,238,N48340,C152,1500,SCT,Green,No,San Diego,California
01/07/21,245,N797GM,PC12,4000,NCT,Green,No,Mather,California
01/07/21,249,EDV4638,CRJ9,11000,GPT,Blue,No,Gulfport,Mississippi
01/07/21,300,SKW4672,E75L,14500,CPR,Green,No,Casper,Wyoming
01/07/21,346,N7189L,AA5,3000,NCT,Green,No,Mather,California
01/07/21,420,NEWS1,B06,1200,SAT,Green,No,San Antonio,Texas
01/07/21,450,CHP58,HELO,800,FUL,Green,No,Fullerton,California
01/07/21,453,NDU792,PA44,2500,IWA,Green,No,Phoenix,Arizona
01/07/21,540,UPS9324,B757,6000,SAT,Red,No,San Antonio,Texas
01/07/21,1108,FDX1402,MD11,5000,N90,Green,No,Westbury,New York
01/07/21,1111,SNC1256,SH36,9000,CHS,Blue,No,Charleston ,South Carolina
01/07/21,2330,PDT6209,E145,4000,CLT,Green,No,Charlotte,North Carolina
01/07/21,2340,GJS4432,CRJ7,25000,ZDC,Green,No,Leesburg,Virginia
01/08/21,0,DAL2293,B712,12000,ZDC,Green,No,Leesburg,Virginia
01/08/21,31,AAL1556,B738,4000,MIA,Blue,No,Miami,Florida
01/08/21,102,PEG16,GLF4,8000,D01,Blue,No,Denver,Colorado
01/08/21,105,SKW5954,CRJ2,8000,D01,Blue,No,Denver,Colorado
01/08/21,114,CFS7662,C208,2700,PDX,Green,No,Portland,Oregon
01/08/21,115,CFS7692,C208,5500,P80,Green,No,Portland,Oregon
01/08/21,130,SKW4282,CRJ2,11000,ZLA,Green,No,Palmsdale,California
01/08/21,152,FDX917,MD11,6000,SCT,Green,No,San Diego,California
01/08/21,200,SJE9,H25B,21000,ZLA,Green,No,Palmsdale,California
01/08/21,223,N611EA,C172,150,OPF,Green,No,Miami,Florida
01/08/21,226,RCH108,C17,8000,BGR,Green,No,Bangor,Maine
01/08/21,309,N91934,C172,4500,NCT,Green,No,Mather,California
01/08/21,355,SWA4356,B737,30000,ZLA,Green,No,Palmsdale,California
01/08/21,440,QXE2170,E75L,3000,SCT,Green,No,San Diego,California
01/08/21,440,QXE2171,E75L,3000,SCT,Green,No,San Diego,California
01/08/21,601,N513WF,C172,1500,BFI,Green,No,Seattle,Washington
01/08/21,2245,WIG7109,C208,900,SJU,Green,No,San Juan,Puerto Rico
01/08/21,2314,N21732,C172,2500,ZSU,Green,No,San Juan,Puerto Rico
01/08/21,2323,UAL265,B739,1000,MIA,Green,No,Miami,Florida
01/08/21,2324,N515QS,C68A,1000,MIA,Green,No,Miami,Florida
01/08/21,2325,KII842,B733,1000,MIA,Green,No,Miami,Florida
01/09/21,10,N1596R,AA5,7000,BJC,Green,No,Denver,Colorado
01/09/21,16,SWA2931,B737,11000,ZAU,Green,No,Aurora,Illinois
01/09/21,57,LN35HD,BE9L,6000,PUB,Green And Yellow,No,Pueblo,Colorado
01/09/21,59,ENY3633,E170,12500,ZFW,Green,No,Fort Worth,Texas
01/09/21,101,ENY3411,E170,12500,ZFW,Green,No,Fort Worth,Texas
01/09/21,104,ENY3984,E170,16000,D10,Green,No,Dallas-Fort Worth,Texas
01/09/21,105,ENY3433,E170,13000,ZFW,Green,No,Fort Worth,Texas
01/09/21,125,PDT6041,E145,1000,HTS,Green,No,Huntington,West Virginia
01/09/21,228,ABX903,B762,13000,ZSE,Green,No,Auburn,Washington
01/09/21,240,TOGO99,C17,10000,SCT,Green,No,San Diego,California
01/09/21,247,EDV4769,CRJ2,11000,ZMP,Green,No,Dodge Center,Minnesota
01/09/21,255,AJT886,B763,10000,SCT,Green,No,San Diego,California
01/09/21,331,PDT6014,E145,14000,ZBW,Green,No,Nashua,New Hampshire
01/09/21,456,MEDFLT2,HELO,6900,ABQ,Green,No,Albuquerque,New Mexico
01/09/21,554,MEDFLT1,HELO,5900,ABQ,Green,No,Albuquerque,New Mexico
01/09/21,1121,FDX2597,B763,14000,NCT,Green,No,Mather,California
01/09/21,2308,N123QU,G150,1000,ZSU,Green,No,San Juan,Puerto Rico
01/09/21,2322,AAL695,A321,1700,SJU,Green,No,San Juan,Puerto Rico
01/09/21,2350,AAL533,B38M,800,MIA,Green,No,Miami,Florida
01/10/21,9,FFT1423,A20N,1000,MIA,Green,No,Miami,Florida
01/10/21,10,RPA4501,E75S,1000,MIA,Green,No,Miami,Florida
01/10/21,115,N459CB,SR22,4000,S46,Green,No,Burien,Washington
01/10/21,147,ASA217,B739,7000,SCT,Green,No,San Diego,California
01/10/21,153,N9135U,AA1,3000,SMX,Green,No,Santa Maria,California
01/10/21,232,DAL1524,B738,24000,ZHU,Green,No,Houston,Texas
01/10/21,300,N74786,M20P,4000,SAT,Green,No,San Antonio,Texas
01/10/21,303,N815MC,C525,37000,ZAB,Green,No,Albuquerque,New Mexico
01/10/21,344,N734KU,C172,5500,P80,Green,No,Portland,Oregon
01/10/21,405,SKW4795,E75L,3000,ZSE,Green,No,Auburn,Washington
01/10/21,534,HAL20,A21N,6300descendingto5000,SUU,Green,No,Fairfield,California
01/10/21,611,FDX97,MD11,12000,IND,Green,No,Indianapolis,Indiana
01/10/21,745,ASA706,B739,7500,SCT,Green,No,San Diego,California
01/10/21,809,GTI325,B762,12000,PCT,Green,No,Warrenton,Virginia
01/10/21,1830,N839N,E55P,5000,ZTL,Green,No,Hampton,Georgia
01/10/21,1945,N101NY,GLF4,2000,FRG,Green,No,Farmingdale,New York
01/10/21,2335,AWI3744,CRJ2,14000,PCT,Green,No,Warrenton,Virginia
01/10/21,2348,N737AA,C172,2500,CRW,Blue,No,Charleston,West Virginia
01/10/21,2356,AWI3744,CRJ2,14000,PCT,Green,No,Warrenton,Virginia
01/11/21,2,N3711X,LARK,3000,GSO,Green,No,Greensboro,North Carolina
01/11/21,13,JIA5044,CRJ9,5000,AVL,Green And Red,No,Asheville,North Carolina
01/11/21,14,PDT6016,E145,4000,PHL,Green,No,Philadelphia,Pennsylvania
01/11/21,35,AAY1022,A320,5000,BNA,Green,No,Nashville,Tennessee
01/11/21,102,ASA426,A21N,31000,ZNY,Green,No,Ronkonkoma,New York
01/11/21,125,SKW4472,CRJ9,23500,ZMP,Green,No,Dodge Center,Minnesota
01/11/21,140,EJA235,CL60,1000,SNA,Green,No,Santa Ana,California
01/11/21,203,AAY1338,A320,2500,CVG,Green,No,Covington,Kentucky
01/11/21,203,EDV4707,CRJ8,13000,ZTL,Green,No,Hampton,Georgia
01/11/21,205,PD30,HELO,1800,ONT,Green,No,Ontario,California
01/11/21,214,SWA2820,B738,12000,NCT,Red,No,Mather,California
01/11/21,300,DAL995,B739,11000,SCT,Green,No,San Diego,California
01/11/21,307,SKW3472,E75L,1000,SCT,White,Yes,San Diego,California
01/11/21,345,SKW3100,CRJ7,8000,P50,Green,No,Phoenix,Arizona
01/11/21,348,OXF4955,P28A,3000,U90,Green,No,Tucson,Arizona
01/11/21,405,ASA450,B739,6500,RSW,Green,No,Fort Myers,Florida
01/11/21,409,SWA425,B737,2600,LGB,Green,No,Long Beach,California
01/11/21,410,KAWW90,B762,24000,ZLC,Green,No,Salt Lake City,Utah
01/11/21,432,QXE2171,E75L,1000,SNA,Green,No,Santa Ana,California
01/11/21,433,N169TW,SLG2,15000,TUL,Green,No,Tulsa,Oklahoma
01/11/21,440,SKW5565,CRJ2,4100,FAT,Green,No,Fresno,California
01/11/21,508,ASA514,A320,1000,SNA,Green,No,Santa Ana,California
01/11/21,613,SKW3824,E75L,4600,ZSE,Blue,No,Auburn,Washington
01/11/21,928,AIP5150,BE99,6000,BIL,Blue,No,Billings,Montana
01/12/21,1,N6345D,AA5,2000,ORF,Green,No,Norfolk,Virginia
01/12/21,18,TRAUMA1,HELO,1500,WOC,Green,No,Washington,District of Columbia
01/12/21,42,N624AM,BK17,2200,AGC,Green,No,Pittsburgh,Pennsylvania
01/12/21,120,FDY427,C208,7000,ZFW,Green,No,Fort Worth,Texas
01/12/21,132,N98219,C172,3500,SCT,Green,No,San Diego,California
01/12/21,154,N2384L,C172,4500,NCT,Green,No,Mather,California
01/12/21,205,DAL2118,B767,13000,M98,Green,No,Minneapolis,Minnesota
01/12/21,336,N387RM,EXP,11500,ZDV,Green,No,Longmont,Colorado
01/12/21,351,ASA1228,B739,6500,D10,Green,No,Dallas-Fort Worth,Texas
01/12/21,446,N469CP,SR22,12500,ZLA,Green,No,Palmsdale,California
01/12/21,446,G113,HELO,2500,MFE,Green,No,Mc Allen,Texas
01/12/21,535,QXE2143,E75L,5000,RNO,Blue,No,Reno,Nevada
01/12/21,607,HAL397,B712,3000,HCF,Green,No,Honolulu,Hawaii
01/12/21,712,N1264Q,C150,2500,BUR,Green,No,Burbank,California
01/12/21,714,CKS421,B763,14000,ZID,Green,No,Indianapolis,Indiana
01/12/21,1051,UPS504,B763,11800,ZAU,Green,No,Aurora,Illinois
01/12/21,1222,ENY4115,E170,17500,ZKC,Blue,No,Olathe,Kansas
01/12/21,2348,RVJ100,BE40,600,PIT,Blue,No,Pittsburgh,Pennsylvania
01/13/21,24,JIA5572,CRJ7,5000,CLT,Green,No,Charlotte,North Carolina
01/13/21,26,SIOUX28,PA28,3000,ZMP,Green,No,Dodge Center,Minnesota
01/13/21,29,JIA5497,CRJ9,4000,CLT,Green,No,Charlotte,North Carolina
01/13/21,115,DAL2356,B738,7000,CVG,Green,No,Covington,Kentucky
01/13/21,117,MAMBA3,T38,1800,HSV,Green,No,Huntsville,Alabama
01/13/21,119,VJT842,GLEX,1000,MIA,Green,No,Miami,Florida
01/13/21,159,N4777H,C152,3500,MSN,Green,No,Madison,Wisconsin
01/13/21,220,N19YR,SR22,8000,ROA,Green,No,Roanoke,Virginia
01/13/21,226,N734K,LJ75,7000,ICT,Green,No,Wichita,Kansas
01/13/21,312,AAL1615,B738,17000,ZFW,Blue,No,Fort Worth,Texas
01/13/21,415,N609FG,C172,2500,N90,Green,No,Westbury,New York
01/13/21,419,N342MK,P28A,4500,RST,Green,No,Rochester,Minnesota
01/13/21,419,UAL778,A319,8000,BOI,Green,No,Boise,Idaho
01/13/21,521,UAL706,B752,1500,LAX,Green,No,Los Angeles,California
01/13/21,522,N103MD,LNC2,3500,NCT,Green,No,Mather,California
01/13/21,714,KFS158,LJ35,700,MIA,Green,No,Miami,Florida
01/13/21,1000,UPS572,B752,16000,ZAU,Green,No,Aurora,Illinois
01/13/21,1050,N60HX,FA50,6000,HCF,Green,No,Honolulu,Hawaii
01/13/21,1114,LBQ870,BE58,8000,ZTL,Green,No,Hampton,Georgia
01/13/21,1120,UPS894,B757,12500,ABQ,Green,No,Albuquerque,New Mexico
01/14/21,59,UAL1521,B738,10000,CLE,Green,No,Cleveland,Ohio
01/14/21,141,N623E,PC12,6000,MAF,Green,No,Midland,Texas
01/14/21,158,SWA2602,B737,1100,P80,Green,No,Portland,Oregon
01/14/21,218,N717SH,SR22,2600,T75,Green,No,St. Charles,Missouri
01/14/21,221,CSJ915,C208,5000,CLE,Green,No,Cleveland,Ohio
01/14/21,306,PRE72,GALX,11800,NCT,Green,No,Mather,California
01/14/21,422,ENY4123,E170,15000,ZAU,Green,No,Aurora,Illinois
01/14/21,428,PEAK61,2/F16,17000,ZDV,Green,No,Longmont,Colorado
01/14/21,430,OXF5643,P28A,2700,FFZ,Green,No,Mesa,Arizona
01/14/21,433,N9897F,C172,4000,SCT,Green,No,San Diego,California
01/14/21,455,MDS654,SW4,8600,ZTL,Green,No,Hampton,Georgia
01/14/21,457,SWA2323,B737,16000,ZTL,Green,No,Hampton,Georgia
01/14/21,458,SWA4356,B738,4000,NCT,Green,No,Mather,California
01/14/21,544,SKW3451,E75L,8000,P80,Green,No,Portland,Oregon
01/14/21,551,UAL393,A320,9000,P80,Blue,No,Portland,Oregon
01/14/21,553,SKW3117,CRJ7,3800,BIL,Green,No,Billings,Montana
01/14/21,637,FDX1348,B752,4000,M03,Green,No,Memphis,Tennessee
01/14/21,812,DAL1270,A321,8000,P50,Green,No,Phoenix,Arizona
01/14/21,2320,BEZ408,C208,700,SJU,Green,No,San Juan,Puerto Rico
01/14/21,2327,N672PS,GALX,7000,CHA,Green,No,Chattanooga,Tennessee
01/14/21,2330,LN416AE,HELO,1600,SDF,Green,No,Louisville,Kentucky
01/15/21,42,R08475,CH47,4000,GRK,Green,No,Killeen,Texas
01/15/21,116,LXJ346,E55P,11000,ZAB,Blue,No,Albuquerque,New Mexico
01/15/21,120,LN30LP,C310,6000,ZID,Blue,No,Indianapolis,Indiana
01/15/21,125,N942JS,C680,7100,CRP,Green,No,Corpus Christi,Texas
01/15/21,139,QXE2094,E75L,10000,SCT,Green,No,San Diego,California
01/15/21,139,SWA2820,B738,20000,ZLA,Green,No,Palmsdale,California
01/15/21,144,CSQ964,SF34,1000,MIA,Green,No,Miami,Florida
01/15/21,146,UPS2956,B763,8000,NCT,Green,No,Mather,California
01/15/21,152,UCA4348,E45X,7600,I90,Green,No,Houston,Texas
01/15/21,203,ASA295,B739,5000,P80,Green,No,Portland,Oregon
01/15/21,205,UCA4813,E145,11000,SHV,Green,No,Shreveport,Louisiana
01/15/21,307,AMF1829,B190,7000,SAT,Green,No,San Antonio,Texas
01/15/21,309,QXE2469,E75L,10000,P50,Blue,No,Phoenix,Arizona
01/15/21,312,RUDY33,V22,2200,NCT,Blue,No,Mather,California
01/15/21,314,RPA4839,E75L,27000,ZID,Green,No,Indianapolis,Indiana
01/15/21,321,N463JA,C560,3000,CRP,Green,No,Corpus Christi,Texas
01/15/21,347,N8543E,P28A,1800,ABE,Green,No,Allentown,Pennsylvania
01/15/21,358,HIVE83,C130,2000,LIT,Green,No,Little Rock,Arkansas
01/15/21,400,N739UL,C172,1000,OAK,Green,No,Oakland,California
01/15/21,402,SKW5051,CRJ2,650,PUB,Green,No,Pueblo,Colorado
01/15/21,409,AJT5232,B763,37000,ZTL,White,No,Hampton,Georgia
01/15/21,411,COPPER8,K35R,1700,YUM,Green,No,Yuma,Arizona
01/15/21,414,SKW2967,CRJ7,2000,YUM,Green,No,Yuma,Arizona
01/15/21,415,SWA425,B737,6500,SCT,Green,No,San Diego,California
01/15/21,429,PRY05,C208,10000,ZID,Blue,No,Indianapolis,Indiana
01/15/21,442,SKYT769,C172,1500,DAL,Green,No,Dallas ,Texas
01/15/21,523,SWA4583,B737,3000,SAT,Green,No,San Antonio,Texas
01/15/21,601,N9823L,C172,4000,BOI,Blue,No,Boise,Idaho
01/15/21,717,SKW3648,E75L,12000,NCT,Blue,No,Mather,California
01/15/21,719,SKW4269,CRJ2,10000,ZDV,Green,No,Longmont,Colorado
01/15/21,751,N1083S,BE9L,3000,HCF,Green,No,Honolulu,Hawaii
01/15/21,944,AAH12,B733,5700,HCF,Green,No,Honolulu,Hawaii
01/15/21,946,PEG22,CH53,1000,HCF,Green,No,Honolulu,Hawaii
01/16/21,33,ASH6059,E75L,11000,GSP,Green,No,Greer,South Carolina
01/16/21,155,N347BC,C525,11000,P50,Green,No,Phoenix,Arizona
01/16/21,158,LN378HH,PC12,6500,ABQ,Green,No,Albuquerque,New Mexico
01/16/21,215,AIP623,B190,7000,SLC,Green,No,Salt Lake City,Utah
01/16/21,224,DAL2209,B739,9000,S56,Yellow,No,Salt Lake City,Utah
01/16/21,235,JBU2110,A320,1000,JFK,Green,No,New York,New York
01/16/21,245,RPA3488,E75L,3500,A90,Green,No,Merrimack,New Hampshire
01/16/21,320,OTIS62,C130,11000,P50,Green,No,Phoenix,Arizona
01/16/21,330,PDT6052,E145,2200,TOL,Green,No,Toledo,Ohio
01/16/21,330,LFTM135,HELO,1900,OKC,Red,No,Oklahoma City,Oklahoma
01/16/21,340,SKW3592,E75L,8000,S46,Green,No,Burien,Washington
01/16/21,355,SKW3008,CRJ7,9000,SCT,Green,No,San Diego,California
01/16/21,404,LXJ375,E55P,3000,NCT,Blue,No,Mather,California
01/16/21,410,N5243E,C172,10500,SCT,Purple,No,San Diego,California
01/16/21,502,CTJ920,B752,4000,CVG,Green,No,Covington,Kentucky
01/16/21,514,FTH962,C750,7500,ZDV,Green,No,Longmont,Colorado
01/16/21,519,N573ND,C172,4300,SBA,Green,No,Santa Barbara,California
01/16/21,526,FDX570,MD11,Unk,WOC,Green,No,Washington,District of Columbia
01/16/21,630,CKS1817,B763,14000,SCT,Green,No,San Diego,California
01/16/21,1030,OXF4955,P28A,6500,P50,Green,No,Phoenix,Arizona
01/17/21,43,N912JH,AC11,6500,ZFW,Green,No,Fort Worth,Texas
01/17/21,109,RCH450,C17,31000,ZKC,Green,No,Olathe,Kansas
01/17/21,138,JBU1166,A21N,1500,RSW,Green,No,Fort Myers,Florida
01/17/21,215,BTQ385,PC12,11000,SCT,Green,No,San Diego,California
01/17/21,219,POLICE100,HELO,1500,BUR,Green,No,Burbank,California
01/17/21,238,N65752,C172,2000,LAF,Blue,No,Lafayette,Indiana
01/17/21,240,N4788V,C172,14000,LGB,Blue,No,Long Beach,California
01/17/21,240,AIR101,B06,1400,MOD,Green,No,Modesto,California
01/17/21,245,ENY3425,E145,7000,D10,Blue And Purple,No,Dallas-Fort Worth,Texas
01/17/21,302,DAL1852,B739,11000,SLC,Green,No,Salt Lake City,Utah
01/17/21,320,SKW5335,CRJ2,2300,BFL,Blue,No,Bakersfield,California
01/17/21,320,SKW4670,CRJ2,22000,ZDV,Green,No,Longmont,Colorado
