incident_date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
01/01/22,105,AAL2305,A321,28000,ZMP,Blue,No,Dodge Center,Minnesota
01/01/22,109,EJA145,GLEX,2000,PBI,Green,No,West Palm Beach,Florida
01/01/22,118,DAL1013,A320,1000,LAX,Green,No,Los Angeles,California
01/01/22,120,CFS7686,C208,700,PDX,Green And Red,No,Portland,Oregon
01/01/22,125,N500MH,SR20,2000,TOA,Green,No,Torrance,California
01/01/22,130,N3386E,C172,800,MYF,Green,No,San Diego,California
01/01/22,218,JCM458,BE40,1200,BNA,Green,No,Nashville,Tennessee
01/01/22,225,SWA1499,B737,2500,SAN,Green,No,San Diego,California
01/01/22,320,HAL40,A21N,30000,ZSE,Green,No,Auburn,Washington
01/01/22,330,NKS817,A320,2000,MSY,Green,No,New Orleans,Louisiana
01/01/22,348,RPA4618,E75L,3500,GSO,Green,No,Greensboro,North Carolina
01/01/22,355,SKW3603,CRJ9,5800,M98,Blue,No,Minneapolis,Minnesota
01/01/22,357,ASA534,B738,5000,NCT,Green,No,Mather,California
01/01/22,415,SWA685,B737,4000,NCT,Green,No,Mather,California
01/01/22,450,SKW3669,E75L,12000,ZLC,Green,No,Salt Lake City,Utah
01/01/22,503,UAL410,B737,2000,SNA,Green,No,Santa Ana,California
01/01/22,511,ALL162,A21N,2300,LAX,Green,No,Los Angeles,California
01/01/22,518,RDK4,EC45,2500,I90,Blue And Green,No,Houston,Texas
01/01/22,520,FDY618,C208,3500,HCF,Green,No,Honolulu,Hawaii
01/01/22,527,UAL1231,B777,12000,ZLA,Green,No,Palmsdale,California
01/01/22,528,SWA3019,B737,2200,SNA,Green,No,Santa Ana,California
01/01/22,619,AIR3,HELO,300,HCF,Green,No,Honolulu,Hawaii
01/02/22,45,JIA5048,CRJ9,3500,GSP,Green,No,Greer,South Carolina
01/02/22,200,N4665F,P28A,7500,NCT,Green,No,Mather,California
01/02/22,300,WDY600,GA6C,33000,ZMA,Red,No,Melbourne,Florida
01/02/22,336,SKW5928,CRJ2,1500,SFO,Green,No,San Francisco,California
01/02/22,358,N603HH,R22,3000,P80,Green,No,Portland,Oregon
01/02/22,433,DAL1278,B712,5000,GSP,Green,No,Greer,South Carolina
01/02/22,456,SWA324,B737,1100,LGB,Green,No,Long Beach,California
01/02/22,520,SWA1462,B738,5000,LIH,Blue And Purple,No,Lihue,Hawaii
01/02/22,550,HAL529,B712,2500,LIH,Green,No,Lihue,Hawaii
01/02/22,556,UAL1227,B738,5000,LIH,Green,No,Lihue,Hawaii
01/02/22,612,N757QS,CL35,17000,HCF,Green,No,Honolulu,Hawaii
01/02/22,705,SKW4767,E75L,8000,NCT,Green,No,Mather,California
01/02/22,735,SKW5473,CRJ2,24000,ZOA,Green,No,Fremont,California
01/02/22,925,KFS164,LJ35,6000,SCT,Green,No,San Diego,California
01/02/22,1059,N1544V,BE9L,5800,SAT,Green,No,San Antonio,Texas
01/02/22,1230,SWA1462,B738,Unk,HCF,Unk,No,Honolulu,Hawaii
01/02/22,1340,FDX431,DC10,17500,ZLA,Green,No,Palmsdale,California
01/03/22,6,SKYT769,C172,1400,DAL,Green,No,Dallas ,Texas
01/03/22,39,RPA5727,E170,1700,LGA,Blue,No,New York,New York
01/03/22,153,AAL1207,A321,9000,D10,Green,No,Dallas-Fort Worth,Texas
01/03/22,206,SKYT525,C172,1500,DAL,Green,No,Dallas ,Texas
01/03/22,220,SKW4258,CRJ2,28000,ZMP,Blue,No,Dodge Center,Minnesota
01/03/22,227,SKW3524,CRJ9,9000,M98,Green,No,Minneapolis,Minnesota
01/03/22,245,N154BF,CRUZ,8500,S56,Green,No,Salt Lake City,Utah
01/03/22,408,SKW3213,CRJ7,20000,ZLA,Green,No,Palmsdale,California
01/03/22,412,AAL2804,A319,11000,ZFW,Blue,No,Fort Worth,Texas
01/03/22,510,SWA1462,B738,3000,HCF,Green,No,Honolulu,Hawaii
01/03/22,610,NAC8201,B763,200,HCF,Green,No,Honolulu,Hawaii
01/03/22,830,HAL568,B712,2000,HCF,Green,No,Honolulu,Hawaii
01/03/22,2302,N502RK,C150,1600,LOU,Green,No,Louisville,Kentucky
01/03/22,2323,RPA5695,E75S,14000,ZBW,Green,No,Nashua,New Hampshire
01/03/22,2343,EJM82,F2TH,7500,Y90,Green,No,Fort Wayne,Indiana
01/04/22,40,NKS141,A20N,3400,ZID,Green,No,Indianapolis,Indiana
01/04/22,50,SWA1327,B738,39000,ZFW,Blue,No,Fort Worth,Texas
01/04/22,105,SWA1721,B737,Unk,PCT,Unk,No,Warrenton,Virginia
01/04/22,206,N661LF,PC12,6000,PSC,Green,No,Pasco,Washington
01/04/22,212,ENY4247,E170,31000,ZFW,Blue,No,Fort Worth,Texas
01/04/22,224,N3184T,R44,500,GYR,Green,No,Goodyear,Arizona
01/04/22,225,UAL1287,B737,3000,ZSU,Green,No,San Juan,Puerto Rico
01/04/22,229,ENY3885,E170,2500,ICT,Green,No,Wichita,Kansas
01/04/22,240,SKW3262,CRJ7,7500,BFL,Green,No,Bakersfield,California
01/04/22,315,EDV4671,CRJ9,26000,ZME,Green,No,Memphis,Tennessee
01/04/22,410,UAL2088,B739,23000,ZAU,Blue,No,Aurora,Illinois
01/04/22,410,DAL793,A321,19000,S56,Green,No,Salt Lake City,Utah
01/04/22,411,DAL315,B739,19000,S56,Green,No,Salt Lake City,Utah
01/04/22,412,SKW3482,E75L,1500,PDX,Blue,No,Portland,Oregon
01/04/22,415,CJT916,B763,11000,CVG,Green,No,Covington,Kentucky
01/04/22,430,AAL1207,A321,7000,U90,Green,No,Tucson,Arizona
01/04/22,535,JUS196,DC91,2000,BRO,Green,No,Brownsville,Texas
01/04/22,835,LBQ611,PC12,21000,ZFW,Green,No,Fort Worth,Texas
01/04/22,845,JBU005B,A320,1000,PDX,Green,No,Portland,Oregon
01/04/22,927,ASA121,B739,8000,A11,Green,No,Anchorage,Alaska
01/04/22,1035,AAL479,B737,21000,ZBW,Green,No,Nashua,New Hampshire
01/04/22,1107,LBQ651,PC12,24000,ZKC,Green,No,Olathe,Kansas
01/04/22,1112,FDX1466,B763,20000,ZME,Blue,No,Memphis,Tennessee
01/04/22,2230,SKIER94,C130,3000,SYR,Green,No,Syracuse,New York
01/04/22,2300,N449BA,R44,4000,YNG,Green,No,Youngstown/Warren,Ohio
01/04/22,2340,AAY1952,A320,3000,TPA,Green,No,Tampa,Florida
01/04/22,2340,ALLEY85,BE40,24000,ZTL,Green,No,Hampton,Georgia
01/04/22,2354,EDV4882,CRJ7,15800,ZOB,Green,No,Oberlin,Ohio
01/05/22,15,GLT777,C560,35000,ZFW,Green,No,Fort Worth,Texas
01/05/22,45,MRA695,C208,6000,CAE,White,No,Columbia,South Carolina
01/05/22,47,AMF7207,E120,27000,ZFW,Green,No,Fort Worth,Texas
01/05/22,110,AAL1220,B788,33000,ZFW,Green,No,Fort Worth,Texas
01/05/22,110,RPA4570,E75L,23000,ZID,Green,No,Indianapolis,Indiana
01/05/22,111,FDX1445,A306,9000,CAE,Green,No,Columbia,South Carolina
01/05/22,140,SKW5774,CRJ2,10000,LAX,Green,No,Los Angeles,California
01/05/22,230,SWA3333,B737,10800,RDU,Green,No,Raleigh/Durham,North Carolina
01/05/22,240,UPS773,B757,37000,ZFW,Green,No,Fort Worth,Texas
01/05/22,300,UAL1178,B737,11000,ZBW,Green,No,Nashua,New Hampshire
01/05/22,330,SKW5373,CRJ2,2500,FAT,Green,No,Fresno,California
01/05/22,337,SWA6067,B737,39000,ZFW,Blue,No,Fort Worth,Texas
01/05/22,341,N834AT,PA44,8500,SHV,Blue,No,Shreveport,Louisiana
01/05/22,343,AIRE2,B06,3000,TUS,Red,No,Tucson,Arizona
01/05/22,346,BXR1461,C208,1500,MHR,Green,No,Sacramento,California
01/05/22,400,LN238VM,PC12,6800,BFL,Green,No,Bakersfield,California
01/05/22,420,SWA3214,B737,10000,I90,Green,No,Houston,Texas
01/05/22,449,N2122Q,M20P,8000,JCF,Green,No,Edwards AFB,California
01/05/22,540,HAL526,B712,2000,OGG,Green,No,Kahului,Hawaii
01/05/22,550,ASA9850,B737,5000,SCT,Green,No,San Diego,California
01/05/22,550,FDX1307,B763,34000,ZID,Green,No,Indianapolis,Indiana
01/05/22,638,SWA6242,B737,5000,SCT,Green,No,San Diego,California
01/05/22,2321,LBTY124,C172,4000,ROA,Green,No,Roanoke,Virginia
01/05/22,2325,LBTY199,C172,3000,ROA,Green,No,Roanoke,Virginia
01/05/22,2334,N475BL,DA40,4500,RDU,Green,No,Raleigh/Durham,North Carolina
01/05/22,2349,HWA3005,B737,13000,ZTL,Green,No,Hampton,Georgia
01/06/22,10,RPA4714,E75S,7000,PIT,Green,No,Pittsburgh,Pennsylvania
01/06/22,13,AAL1588,A321,7000,D10,Green,No,Dallas-Fort Worth,Texas
01/06/22,18,RPA5825,E75L,9000,BNA,Green,No,Nashville,Tennessee
01/06/22,113,AAL2235,A321,14000,ZFW,Green,No,Fort Worth,Texas
01/06/22,115,BVN7282,C208,3000,ZHU,Green,No,Houston,Texas
01/06/22,136,FNX1981,C404,10000,ZTL,Green,No,Hampton,Georgia
01/06/22,159,SWA313,B737,34000,ZHU,Green,No,Houston,Texas
01/06/22,232,N737DW,C172,1000,LGB,Green,No,Long Beach,California
01/06/22,253,GTX506,C210,4000,ZME,Green,No,Memphis,Tennessee
01/06/22,320,AIRR1,HELO,3500,TLH,Red,No,Tallahassee,Florida
01/06/22,505,BYA584,E120,2500,LIT,Green,No,Little Rock,Arkansas
01/06/22,950,FDX1409,B752,35000,ZJX,Green,No,Hillard,Florida
01/06/22,2352,JBU1475,A320,1000,SJU,White,No,San Juan,Puerto Rico
01/07/22,14,N34BL,C172,3000,RDU,Green,No,Raleigh/Durham,North Carolina
01/07/22,36,AAL50,B77W,6000,D10,Green,No,Dallas-Fort Worth,Texas
01/07/22,104,ASH6351,E175,33000,ZFW,Blue,No,Fort Worth,Texas
01/07/22,121,N7320J,C172,15000,RAL,Green,No,Riverside,California
01/07/22,146,STGRY30,BE9L,5000,CRP,Green,No,Corpus Christi,Texas
01/07/22,150,SWA4234,B737,7000,I90,Green,No,Houston,Texas
01/07/22,153,N1471E,C172,2000,I90,Green,No,Houston,Texas
01/07/22,217,QXE2026,E75L,5000,BOI,Green,No,Boise,Idaho
01/07/22,224,VTE509,E135,5000,BOI,Green,No,Boise,Idaho
01/07/22,233,N216DG,DA40,15000,RAL,Green,No,Riverside,California
01/07/22,233,N333WT,BE9T,3000,ZMP,Blue,No,Dodge Center,Minnesota
01/07/22,239,ASA201,B737,20000,ZLA,Green,No,Palmsdale,California
01/07/22,335,AAL1605,B738,1800,RDU,Green,No,Raleigh/Durham,North Carolina
01/07/22,338,QXE2075,DH8D,4000,BOI,Green And Red,No,Boise,Idaho
01/07/22,347,SKW3805,E75L,2000,LAX,Green,No,Los Angeles,California
01/07/22,353,ASA12,B739,2400,SEA,Green,No,Seattle,Washington
01/07/22,355,AAY1623,A320,300,RSW,Green,No,Fort Myers,Florida
01/07/22,355,ASA227,B739,2500,S46,Green,No,Burien,Washington
01/07/22,359,AAL810,A321,4400,ONT,Green,No,Ontario,California
01/07/22,400,FDY807,C208,2000,LAX,Green,No,Los Angeles,California
01/07/22,406,AAL2009,A321,2200,SEA,Green,No,Seattle,Washington
01/07/22,414,VOC4090,A319,2000,LAX,Green,No,Los Angeles,California
01/07/22,418,DAL1522,B738,2200,SEA,Green,No,Seattle,Washington
01/07/22,423,MV21,HELO,3000,LAS,Green,No,Las Vegas,Nevada
01/07/22,445,QXE2426,DH8D,8500,BOI,Green,No,Boise,Idaho
01/07/22,450,AAL2436,B738,34000,ZTL,Green,No,Hampton,Georgia
01/07/22,540,MA21,HELO,2600,LAS,Green,No,Las Vegas,Nevada
01/07/22,551,DAL2780,B738,1200,SAN,Green,No,San Diego,California
01/07/22,605,QXE2570,E75L,2100,SEA,Green,No,Seattle,Washington
01/07/22,750,UAL2611,B78M,35000,ZDV,Blue,No,Longmont,Colorado
01/07/22,908,FRBD1,HELO,1600,PHX,Green,No,Phoenix,Arizona
01/07/22,2303,N383CA,DA40,2100,PTK,Green,No,Pontiac,Michigan
01/08/22,0,UAL1687,A320,2000,MIA,Green,No,Miami,Florida
01/08/22,1,MTN7110,ATR43,2500,BQN,Green,No,Aguadilla,Puerto Rico
01/08/22,7,NKS3160,A320,2000,MIA,Green,No,Miami,Florida
01/08/22,9,N8359E,P28R,2200,LAL,Green,No,Lakeland,Florida
01/08/22,17,JIA5187,CRJ9,1500,SDF,Green,No,Louisville,Kentucky
01/08/22,18,RPA4871,E75L,3000,PCT,Green,No,Warrenton,Virginia
01/08/22,23,JIA5138,CRJ7,3000,PCT,Green,No,Warrenton,Virginia
01/08/22,146,SKW4704,CRJ2,10000,ABQ,Green,No,Albuquerque,New Mexico
01/08/22,152,JBU33,A321,2000,SFO,Blue,No,San Francisco,California
01/08/22,155,LXJ584,CL35,1800,SFO,Blue,No,San Francisco,California
01/08/22,224,DAL719,A321,1800,SFO,Blue,No,San Francisco,California
01/08/22,226,SKW3473,E75L,1800,SFO,Blue,No,San Francisco,California
01/08/22,228,SKW3700,E75L,1800,SFO,Blue,No,San Francisco,California
01/08/22,230,AAY113,A320,3000,GRB,Blue,No,Green Bay,Wisconsin
01/08/22,233,SKW4720,CRJ7,14000,D01,Green,No,Denver,Colorado
01/08/22,245,NKS3119,A320,5000,N90,Green,No,Westbury,New York
01/08/22,247,SCX8183,B738,15000,ZHU,Green,No,Houston,Texas
01/08/22,310,NKS2956,A320,2000,SEA,Green,No,Seattle,Washington
01/08/22,335,C2701,C27J,19000,NCT,Green,No,Mather,California
01/08/22,352,SKW3749,CRJ2,9500,ZMP,Blue,No,Dodge Center,Minnesota
01/08/22,404,QXE2223,DH8D,12000,SEA,Green,No,Seattle,Washington
01/08/22,407,ASA39,B739,1200,SEA,Green,No,Seattle,Washington
01/08/22,409,UAL1476,B737,20000,ZDC,Green,No,Leesburg,Virginia
01/08/22,429,QXE2099,DH8D,1200,SEA,Green,No,Seattle,Washington
01/08/22,525,KII433,B734,11000,CVG,Blue,No,Covington,Kentucky
01/08/22,529,ASA1186,B39M,3500,P80,Green,No,Portland,Oregon
01/08/22,543,UPS613,A306,11000,SDF,Green,No,Louisville,Kentucky
01/08/22,600,SWA3015,B737,9000,NCT,Green,No,Mather,California
01/08/22,607,N949RD,S22T,4000,EUG,Green,No,Eugene,Oregon
01/08/22,819,RCH5009,C5,0,HCF,Green,No,Honolulu,Hawaii
01/08/22,1225,FDX1857,MD11,38000,ZSE,Green,No,Auburn,Washington
01/08/22,2245,N85LF,SK76,1000,ISP,Unk,No,New York,New York
01/08/22,2252,N63973,PA23,3000,ZID,Green,No,Indianapolis,Indiana
01/08/22,2252,N544TH,C172,4500,PIT,Green,No,Pittsburgh,Pennsylvania
01/08/22,2325,DAL339,B764,8000,A80,Green,No,Peachtree City,Georgia
01/08/22,2347,MTU90,DA40,1800,BNA,Green,No,Nashville,Tennessee
01/09/22,110,RPA3599,E170,30000,ZTL,Green,No,Hampton,Georgia
01/09/22,110,DAL957,B739,11000,S56,Green,No,Salt Lake City,Utah
01/09/22,154,POL45,R44,1100,EMT,Green,No,El Monte,California
01/09/22,155,KSF43,C172,4500,BUF,Green,No,Buffalo,New York
01/09/22,158,LXJ431,E545,3000,NCT,Green,No,Mather,California
01/09/22,215,N239VA,RV12,5000,BOI,Green,No,Boise,Idaho
01/09/22,219,N91RZ,CH2T,3700,NCT,Green And Red,No,Mather,California
01/09/22,249,SKW3366,E175,4000,NCT,Blue,No,Mather,California
01/09/22,300,N208LS,C208,6000,P31,Green,No,Pensacola,Florida
01/09/22,314,SWA2231,B737,9000,JCF,Green,No,Edwards AFB,California
01/09/22,316,ASA190,B737,2000,SFO,Green,No,San Francisco,California
01/09/22,316,ASA316,A320,2500,NCT,Blue,No,Mather,California
01/09/22,316,FFL594,C501,5000,NCT,Blue,No,Mather,California
01/09/22,324,UAL305,B777,2000,SFO,Green,No,San Francisco,California
01/09/22,328,SKW5614,E75L,1300,LAX,Green,No,Los Angeles,California
01/09/22,335,N212AL,PC12,6000,PSC,Green,No,Pasco,Washington
01/09/22,417,HAL34,A332,1300,LAX,Green,No,Los Angeles,California
01/09/22,421,JBU1849,A320,1500,PSP,Green,No,Palm Springs,California
01/09/22,424,DAL995,A321,1300,LAX,Green,No,Los Angeles,California
01/09/22,439,ASH6088,E170,7000,ELP,Green,No,El Paso,Texas
01/09/22,504,FDX3745,B763,2200,LAX,Green,No,Los Angeles,California
01/09/22,2249,DAL131,B763,3000,A80,Green,No,Peachtree City,Georgia
01/09/22,2308,N9806E,C182,3000,ZSU,Green,No,San Juan,Puerto Rico
01/09/22,2348,JBU40,A320,4000,MIA,Green,No,Miami,Florida
01/10/22,10,AAL2363,B738,10000,C90,Green,No,Elgin,Illinois
01/10/22,12,SKW4762,E75L,9000,C90,Green,No,Elgin,Illinois
01/10/22,21,N346JV,P46T,26000,ZAU,Green,No,Aurora,Illinois
01/10/22,38,N200WX,BE20,2600,LRD,Green And Red,No,Laredo,Texas
01/10/22,54,UAL1209,B78X,2500,SFO,Blue ,No,San Francisco,California
01/10/22,130,QXE2026,E75L,6500,BOI,Green,No,Boise,Idaho
01/10/22,200,ENY3882,E145,11000,MOB,Blue,No,Mobile,Alabama
01/10/22,210,N793FS,B350,3000,NCT,Blue,No,Mather,California
01/10/22,232,AM20,HELO,600,SLC,Green,No,Salt Lake City,Utah
01/10/22,249,AAY1196,A320,23000,ZKC,Green,No,Olathe,Kansas
01/10/22,255,NKS326,A319,22000,ZLA,Blue,No,Palmsdale,California
01/10/22,303,DAL1569,BCS1,10000,CVG,Green,No,Covington,Kentucky
01/10/22,325,ASA177,B739,2000,SEA,Green,No,Seattle,Washington
01/10/22,326,DAL1837,B738,2500,S46,Green,No,Burien,Washington
01/10/22,327,VOI896,A320,2000,SEA,Green,No,Seattle,Washington
01/10/22,345,ASA211,B738,4000,SEA,Green,No,Seattle,Washington
01/10/22,400,N730SC,P28A,9500,S56,Green,No,Salt Lake City,Utah
01/10/22,420,UAL298,A320,4000,ZDC,Green,No,Leesburg,Virginia
01/10/22,435,GTX511,BE58,4000,ZFW,Green,No,Fort Worth,Texas
01/10/22,436,ENY3917,E170,4000,SDF,Green,No,Louisville,Kentucky
01/10/22,442,DAL1739,B737,2200,BNA,Green,No,Nashville,Tennessee
01/10/22,509,QXE2580,E75L,11500,S46,Green,No,Burien,Washington
01/10/22,610,SWA484,B738,5700,SLC,Green,No,Salt Lake City,Utah
01/10/22,658,JBU2843,A320,2500,SFO,Blue,No,San Francisco,California
01/10/22,806,ASA33,B739,8000,P80,Blue,No,Portland,Oregon
01/10/22,1200,AWI3767,CRJ2,11000,ZTL,Blue,No,Hampton,Georgia
01/11/22,4,N13151,C712,3000,BED,Green,No,Bedford,Massachusetts
01/11/22,10,AAY2812,A320,23000,ZJX,Green,No,Hillard,Florida
01/11/22,12,N811LA,BE36,4000,CMH,Green,No,Columbus,Ohio
01/11/22,18,N887A,C172,3500,CMH,Green,No,Columbus,Ohio
01/11/22,37,PELCN95,P80,4000,TYS,Green,No,Knoxville,Tennessee
01/11/22,120,SWA3074,B737,1100,DAL,Blue,No,Dallas ,Texas
01/11/22,131,BB100,TEX2,3500,P31,Green,No,Pensacola,Florida
01/11/22,155,NKS2811,A320,10000,P80,Green,No,Portland,Oregon
01/11/22,200,DAL642,B752,12000,S56,Green,No,Salt Lake City,Utah
01/11/22,200,NDU5TM,PA44,5500,ZMP,Blue,No,Dodge Center,Minnesota
01/11/22,210,AMF1961,B190,2000,BFI,Green,No,Seattle,Washington
01/11/22,222,SWA5166,B737,3500,SAT,Green,No,San Antonio,Texas
01/11/22,228,N540CW,P28A,4000,PSC,Green,No,Pasco,Washington
01/11/22,247,N176AE,HELO,2500,SDF,Green,No,Louisville,Kentucky
01/11/22,305,N490KQ,KODI,5500,MWH,Green,No,Moses Lake ,Washington
01/11/22,324,SWA3030,B737,6000,TUL,Green,No,Tulsa,Oklahoma
01/11/22,329,UPS905,B767,4000,SCT,Green,No,San Diego,California
01/11/22,330,JIA5533,CRJ9,12000,ZHU,Green,No,Houston,Texas
01/11/22,415,CKS405,B767,16000,NCT,Green,No,Mather,California
01/11/22,420,UAL1853,B739,7000,NCT,Blue,No,Mather,California
01/11/22,420,UAL230,A320,12000,SFO,Green,No,San Francisco,California
01/11/22,500,MTN7305,C208,5000,PHL,Green,No,Philadelphia,Pennsylvania
01/11/22,505,SWA2098,B737,13000,NCT,Green,No,Mather,California
01/11/22,506,FFT2077,A20N,16000,NCT,Green,No,Mather,California
01/11/22,605,ASA1196,A320,2000,LAX,Green,No,Los Angeles,California
01/11/22,618,LN911ZF,BE9L,4200,HCF,Purple,No,Honolulu,Hawaii
01/11/22,848,ASA892,B738,5000,SCT,Green,No,San Diego,California
01/11/22,1100,AAL1809,A321,23000,ZTL,Green,No,Hampton,Georgia
01/11/22,1340,N520MB,E550,Unk,SLC,Unk,No,Salt Lake City,Utah
01/11/22,2238,HPJ170,LJ45,4000,A90,White,No,Merrimack,New Hampshire
01/11/22,2321,KAP407,C402,6500,BTV,Green,No,Burlington,Vermont
01/11/22,2326,EDV5383,CRJ9,23000,ZBW,Green,No,Nashua,New Hampshire
01/11/22,2330,FDX327,B752,7500,HTS,Green,No,Huntington,West Virginia
01/12/22,2,N64413,C172,4500,ZME,Green,No,Memphis,Tennessee
01/12/22,17,FFT2570,A20N,19000,ZBW,Blue,No,Nashua,New Hampshire
01/12/22,28,BMJ1232,SW4,12000,ZMP,Green,No,Dodge Center,Minnesota
01/12/22,42,NDU81T,PA44,4000,ZMP,Blue,No,Dodge Center,Minnesota
01/12/22,113,FDX1376,B752,23000,ZME,Green,No,Memphis,Tennessee
01/12/22,117,SWA3863,B738,38000,ZME,Green,No,Memphis,Tennessee
01/12/22,143,SWA4491,B737,2200,HOU,Unk,No,Houston,Texas
01/12/22,145,N916FT,C172,2500,BFL,Green,No,Bakersfield,California
01/12/22,156,HGT3325,E45X,5000,P50,Green,No,Phoenix,Arizona
01/12/22,215,USC101,LJ35,15000,ZJX,Green,No,Hillard,Florida
01/12/22,220,BAW92W,B789,39000,ZID,Green,No,Indianapolis,Indiana
01/12/22,301,BXR1983,C208,1200,RDD,Green,No,Redding,California
01/12/22,310,ASA1277,A320,1200,SFO,Blue,No,San Francisco,California
01/12/22,313,SKW3454,E75L,7000,NCT,Green,No,Mather,California
01/12/22,330,DAL311,B767,6500,NCT,Blue,No,Mather,California
01/12/22,341,OXF2087,P28A,2000,IWA,Green,No,Phoenix,Arizona
01/12/22,359,SWA4097,B737,12000,JCF,Green,No,Edwards AFB,California
01/12/22,410,DAL1397,BSC1,8000,A90,Green,No,Merrimack,New Hampshire
01/12/22,449,GTI3800,B763,5000,P80,Blue,No,Portland,Oregon
01/12/22,455,OST29,PA44,3500,OKC,Purple,No,Oklahoma City,Oklahoma
01/12/22,507,FDX1604,B763,14000,IND,Green,No,Indianapolis,Indiana
01/12/22,514,SNC1465,SH36,7000,IND,Green,No,Indianapolis,Indiana
01/12/22,516,NKS1,A321,30000,ZAU,Green,No,Aurora,Illinois
01/12/22,555,CFS7276,AT72,19000,ZFW,Green,No,Fort Worth,Texas
01/12/22,638,SWQ917,B738,5000,CVG,Green,No,Covington,Kentucky
01/12/22,730,CJT920,B763,11000,CVG,Blue,No,Covington,Kentucky
01/12/22,1004,FDX2628,B767,11000,IND,Green,No,Indianapolis,Indiana
01/12/22,1045,EDV4782,CRJ2,Unk,ZOB,Unk,No,Oberlin,Ohio
01/12/22,1305,FDX77,B777,Unk,NCT,Unk,No,Mather,California
01/12/22,1415,UPS848,A306,Unk,BOI,Unk,No,Boise,Idaho
01/12/22,2236,GPD107B,PC12,800,SJU,Green,No,San Juan,Puerto Rico
01/12/22,2318,OSU14,C172,3500,CMH,Green,No,Columbus,Ohio
01/13/22,4,UPS5508,A306,14000,ZID,Green,No,Indianapolis,Indiana
01/13/22,5,N475DC,DA40,4300,ZID,Blue,No,Indianapolis,Indiana
01/13/22,28,JBU2251,A321,8000,F11,Green,No,Orlando,Florida
01/13/22,32,KONA250,C182,4500,I90,Green,No,Houston,Texas
01/13/22,110,RPA5602,E75L,2000,BOS,Green,No,Boston,Massachusetts
01/13/22,128,SKW5762,E75L,13000,S56,Green,No,Salt Lake City,Utah
01/13/22,130,SWA3634,B737,17000,ZBW,Green,No,Nashua,New Hampshire
01/13/22,135,DAL691,BCS3,6000,D10,Green,No,Dallas-Fort Worth,Texas
01/13/22,137,SWA1644,B737,10000,PIT,Green,No,Pittsburgh,Pennsylvania
01/13/22,140,N172WG,C172,5300,AUS,Green,No,Austin,Texas
01/13/22,144,SKW3616,E75L,13000,S56,Green,No,Salt Lake City,Utah
01/13/22,146,N346D,PA28,4100,GMU,Green,No,Greenville,South Carolina
01/13/22,152,N9501F,C172,1400,NCT,Green,No,Mather,California
01/13/22,156,SKW3356,E75L,3500,PSP,Blue,No,Palm Springs,California
01/13/22,205,PCM7679,C208,4000,NCT,Green,No,Mather,California
01/13/22,205,N301MF,EC35,2000,MLI,Green,No,Moline,Illinois
01/13/22,207,EDV5390,CRJ9,100,CLE,Green,No,Cleveland,Ohio
01/13/22,210,NKS1167,A320,7000,P50,Green,No,Phoenix,Arizona
01/13/22,216,IDAHO72,AS50,700,FMY,Blue,No,Fort Myers,Florida
01/13/22,237,LTA42,SR22,4500,SBN,Green,No,South Bend,Indiana
01/13/22,240,RHINO50,C17,8000,CMH,Green,No,Columbus,Ohio
01/13/22,257,JAKAL18,C30J,14000,OKC,Green,No,Oklahoma City,Oklahoma
01/13/22,258,N480ST,RV12,2100,S46,Green,No,Burien,Washington
01/13/22,303,ABX903,B762,1500,SEA,Green,No,Seattle,Washington
01/13/22,305,WAV829,PA31,1500,FAI,Green,No,Fairbanks,Alaska
01/13/22,315,SWA381,B737,2500,NCT,Green,No,Mather,California
01/13/22,315,N88JA,C172,3000,CMH,Green And Red,No,Columbus,Ohio
01/13/22,327,REH27,EC30,2000,POC,Green,No,La Verne,California
01/13/22,332,SKW3562,E75L,4500,PHX,Green,No,Phoenix,Arizona
01/13/22,333,ASA12,B739,4000,S46,Green,No,Burien,Washington
01/13/22,333,ASA1078,B739,1000,SEA,Green,No,Seattle,Washington
01/13/22,343,LS09,H60,1600,NZY,Green,No,San Diego,California
01/13/22,347,N138ME,C172,1000,CCR,Green,No,Concord,California
01/13/22,352,BXR1461,C208,7000,ZOA,Blue,No,Fremont,California
01/13/22,400,N5CA,P28A,1900,ZLA,Green,No,Palmsdale,California
01/13/22,407,N424CM,C25C,9000,SGF,Green,No,Springfield,Missouri
01/13/22,426,LN90FC,C310,8000,ZID,Green,No,Indianapolis,Indiana
01/13/22,447,JIA5410,CRJ7,2300,TUL,Green,No,Tulsa,Oklahoma
01/13/22,453,DAL1223,B739,10000,GSO,Green,No,Greensboro,North Carolina
01/13/22,725,MDUSA97,B762,13000,OKC,Green,No,Oklahoma City,Oklahoma
01/13/22,805,ASA894,B737,3000,SAN,Green,No,San Diego,California
01/13/22,1025,N816LF,EC35,2000,P80,Blue,No,Portland,Oregon
01/13/22,1138,SWQ3549,B733,4000,ZHU,Green,No,Houston,Texas
01/13/22,1320,BTQ651,PC12,15500,ROW,Blue,No,Roswell,New Mexico
01/13/22,2216,SWA3036,B38M,5800,ALB,Green,No,Albuquerque,New York
01/13/22,2225,WIG7124,C208,4000,ZSU,Green,No,San Juan,Puerto Rico
01/13/22,2233,UAL2346,B738,500,EWR,Green,No,Newark,New Jersey
01/13/22,2235,BEZ402,C208,4000,ZSU,Green,No,San Juan,Puerto Rico
