incident_date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
02/05/22,29,AAL1800,B38M,9000,MIA,Green,No,Miami,Florida
02/05/22,53,ENY4348,E145,12000,ZAU,Green,No,Aurora,Illinois
02/05/22,108,N2843S,C150,2000,DAB,Green,No,Daytona Beach,Florida
02/05/22,204,BMJ1024,SW4,9000,M98,Purple,No,Minneapolis,Minnesota
02/05/22,205,LN3263N,BE9L,12000,ZDV,Green,No,Longmont,Colorado
02/05/22,225,UAL2456,B738,23000,ZMA,Green,No,Melbourne,Florida
02/05/22,230,DAL2873,A321,2000,LGA,Green,No,New York,New York
02/05/22,230,GTI3769,B763,5000,P80,Green,No,Portland,Oregon
02/05/22,232,EDV5331,CRJ9,35000,ZAU,Purple,No,Aurora,Illinois
02/05/22,236,N737DW,C172,2500,CNO,Green,No,Chino,California
02/05/22,315,SWA3677,E75L,10000,PSC,Green,No,Pasco,Washington
02/05/22,323,SWA2147,B738,10500,SAT,Green,No,San Antonio,Texas
02/05/22,344,ASA315,B739,6000,SCT,Green,No,San Diego,California
02/05/22,530,AAL642,A321,6000,SCT,Green,No,San Diego,California
02/05/22,547,UAL1509,B772,1200,HCF,Green,No,Honolulu,Hawaii
02/05/22,558,SKW5442,CRJ2,11000,SGF,Blue,No,Springfield,Missouri
02/05/22,612,ASA118,B738,1800,SFO,Green,No,San Francisco,California
02/05/22,1144,UAL197,B738,10000,ZUA,Green,No,Barrigada,Guam
02/06/22,120,KII733,B734,37000,ZME,Green,No,Memphis,Tennessee
02/06/22,138,N945DC,HELO,900,DAL,Green,No,Dallas ,Texas
02/06/22,145,BAW92W,B789,32000,ZFW,Green,No,Fort Worth,Texas
02/06/22,147,LF4,HELO,2500,TYS,Green,No,Knoxville,Tennessee
02/06/22,155,CAP508,C182,Unk,ZLC,Green,No,Salt Lake City,Utah
02/06/22,200,E55143,C17,29000,ZOA,Blue,No,Fremont,California
02/06/22,210,SKW3627,E170,2500,BFL,Green,No,Bakersfield,California
02/06/22,215,N103AV,P28A,1900,CHA,Green,No,Chattanooga,Tennessee
02/06/22,219,N468MA,DA40,1500,SSF,Green,No,San Antonio,Texas
02/06/22,222,N298P,R44,900,SMO,Green,No,Santa Monica,California
02/06/22,229,HK5068,F2TH,15000,ZLA,Green,No,Palmsdale,California
02/06/22,300,JBU1186,E190,1000,JFK,Blue,No,New York,New York
02/06/22,300,UAL1457,B739,2600,PHX,Blue,No,Phoenix,Arizona
02/06/22,305,DAL427,B738,20000,ZSE,Green,No,Auburn,Washington
02/06/22,308,UCA4320,E145,7000,I90,Green,No,Houston,Texas
02/06/22,310,N590A,C560,5800,CRP,Green,No,Corpus Christi,Texas
02/06/22,417,N305DK,C206,2500,TCM,Green,No,Tacoma,Washington
02/06/22,444,AAL298P,A21N,14000,ZLA,Green,No,Palmsdale,California
02/06/22,445,ASA127,A320,2000,SEA,Green,No,Seattle,Washington
02/06/22,446,DAL604,B738,1900,SEA,Green,No,Seattle,Washington
02/06/22,447,AAL610,B738,2000,SEA,Green,No,Seattle,Washington
02/06/22,501,UAL1413,B29M,2000,SEA,Green,No,Seattle,Washington
02/06/22,505,ASA1309,A320,1900,SEA,Green,No,Seattle,Washington
02/06/22,507,SKW6250,CRJ7,2200,SEA,Green,No,Seattle,Washington
02/06/22,510,SWA64,B38M,1900,SEA,Green,No,Seattle,Washington
02/06/22,512,LHREH48,EC35,1500,OGG,Green,No,Kahului,Hawaii
02/06/22,515,QXE2580,E75L,5000,S46,Green,No,Burien,Washington
02/06/22,528,QXE2559,DH8D,10000,P80,Green,No,Portland,Oregon
02/06/22,611,AAL1713,B737,8200,SCT,Green,No,San Diego,California
02/06/22,630,HAL553,B712,500,LIH,Green,No,Lihue,Hawaii
02/06/22,717,QXE2364,DH8D,21000,ZSE,Green,No,Auburn,Washington
02/06/22,1308,FDX887,B763,4200,NCT,Green,No,Mather,California
02/07/22,104,RPA5016,E175,2500,JFK,Green,No,New York,New York
02/07/22,107,AAL657,B738,Unk,JFK,Unk,No,New York,New York
02/07/22,109,SKW3974,CRJ9,14000,ZOB,Green,No,Oberlin,Ohio
02/07/22,115,N6508K,C172,1200,D21,Green,No,Detroit,Michigan
02/07/22,210,SKW3141,CRJ7,10000,P50,Green,No,Phoenix,Arizona
02/07/22,213,N31661,PA32,3500,SBA,Green,No,Santa Barbara,California
02/07/22,223,SAL2142,B737,10000,S56,Green,No,Salt Lake City,Utah
02/07/22,223,DAL2124,B739,10000,S56,Green,No,Salt Lake City,Utah
02/07/22,250,N12897,C172,2000,POC,Green,No,La Verne,California
02/07/22,253,SKW4494,E75L,35000,ZKC,Green,No,Olathe,Kansas
02/07/22,335,SKW5875,E75L,31000,ZKC,Red,No,Olathe,Kansas
02/07/22,350,LXJ406,E545,31000,ZKC,Green,No,Olathe,Kansas
02/07/22,410,DAL2823,B738,16000,ZTL,Green,No,Hampton,Georgia
02/07/22,557,SKW3454,E75L,13500,NCT,Green,No,Mather,California
02/07/22,758,EMD1,BE20,4000,ICT,Green,No,Wichita,Kansas
02/07/22,1234,FDY227,C208,6000,ZOB,Green,No,Oberlin,Ohio
02/07/22,2335,SNC7107,SH36,1300,SJU,Green,No,San Juan,Puerto Rico
02/08/22,100,PRIDE17,BE40,9000,ZHU,Green,No,Houston,Texas
02/08/22,137,OST21,PA44,7500,ZFW,Green,No,Fort Worth,Texas
02/08/22,148,SWA991,B737,14000,IND,Green,No,Indianapolis,Indiana
02/08/22,201,AAL1986,B738,6500,P50,Blue,No,Phoenix,Arizona
02/08/22,210,N733SH,C172,7000,ZTL,Green,No,Hampton,Georgia
02/08/22,212,SWA1127,B737,8300,I90,Green,No,Houston,Texas
02/08/22,230,AAL1487,B737,8500,P50,Green,No,Phoenix,Arizona
02/08/22,234,AAL1728,B738,8500,P50,Green,No,Phoenix,Arizona
02/08/22,237,FDY409,C208,9000,FSM,Green,No,Fort Smith,Arkansas
02/08/22,238,SWA953,B737,2400,BUR,Green,No,Burbank,California
02/08/22,238,SKW4803,E175,10000,I90,Green,No,Houston,Texas
02/08/22,250,DAL1036,BCS1,9000,D10,Green,No,Dallas-Fort Worth,Texas
02/08/22,300,AAL2659,B738,7000,D10,Green,No,Dallas-Fort Worth,Texas
02/08/22,306,LFNT6,AS350,6600,U90,Green,No,Tucson,Arizona
02/08/22,317,HUNTR74,PC12,3000,BHM,Green,No,Birmingham,Alabama
02/08/22,336,DAL1605,B712,14500,BNA,Green,No,Nashville,Tennessee
02/08/22,346,DAL2492,B712,9000,MDT,Green,No,Harrisburg,Pennsylvania
02/08/22,346,PDT6183,E145,10000,CLT,Green,No,Charlotte,North Carolina
02/08/22,353,UAL611,B738,3500,T75,Green,No,St. Charles,Missouri
02/08/22,422,ASA3,B737,1500,SEA,Green,No,Seattle,Washington
02/08/22,424,ASA746,B739,3000,S46,Green,No,Burien,Washington
02/08/22,427,SWA1572,B738,3000,S46,Green,No,Burien,Washington
02/08/22,439,ASA754,B739,2100,SEA,Green,No,Seattle,Washington
02/08/22,453,FDX1249,B763,18000,ZME,Green,No,Memphis,Tennessee
02/08/22,508,UAL1775,B738,38000,ZLA,Green,No,Palmsdale,California
02/08/22,519,N546CW,P28A,2000,PSC,Green,No,Pasco,Washington
02/08/22,525,SKW3489,E75L,11500,BOI,Green,No,Boise,Idaho
02/08/22,530,SWA724,B738,2100,SEA,Green,No,Seattle,Washington
02/08/22,540,QXE2570,E75L,2100,SEA,Green,No,Seattle,Washington
02/08/22,541,DAL1334,B737,2100,SEA,Green,No,Seattle,Washington
02/08/22,545,ASA1107,B738,2100,SEA,Green,No,Seattle,Washington
02/08/22,547,ASA688,A320,2100,SEA,Green,No,Seattle,Washington
02/08/22,548,N361PJ,LJ35,8000,P50,Green,No,Phoenix,Arizona
02/08/22,600,DAL1712,B737,2100,SEA,Green,No,Seattle,Washington
02/08/22,601,JBU263,A321,2100,SEA,Green,No,Seattle,Washington
02/08/22,603,QXE2125,DH8D,2100,SEA,Green,No,Seattle,Washington
02/08/22,606,ASA113,B737,2100,SEA,Green,No,Seattle,Washington
02/08/22,610,ASA775,B737,2100,SEA,Green,No,Seattle,Washington
02/08/22,639,ASA182,B739,28000,ZLA,Green,No,Palmsdale,California
02/08/22,655,UAL1998,B38M,26000,ZLA,Green,No,Palmsdale,California
02/08/22,800,UAL2438,A320,11000,ZLA,Green,No,Palmsdale,California
02/08/22,1134,FDX1453,B767,20000,MSY,Green,No,New Orleans,Louisiana
02/08/22,1213,SKW3903,CRJ9,8000,DLH,Green,No,Duluth,Minnesota
02/08/22,2346,WMU44,SR20,4500,FWA,Green,No,Fort Wayne,Indiana
02/08/22,2358,PDT6200,E145,11500,CLT,Green,No,Charlotte,North Carolina
02/09/22,1,N8366Z,PA18,3000,PHL,Red,No,Philadelphia,Pennsylvania
02/09/22,11,PDT6230,E145,15000,CLT,Green,No,Charlotte,North Carolina
02/09/22,17,WMU20,PA44,2500,AZO,Green,No,Kalamazoo,Michigan
02/09/22,25,N964LT,C172,2000,LFT,Green,No,Lafayette,Louisiana
02/09/22,28,ENY4319,E170,35000,ZID,Green,No,Indianapolis,Indiana
02/09/22,43,SCU09,PA28,1500,RVS,Green,No,Tulsa,Oklahoma
02/09/22,109,USC107,LJ35,6000,A80,Green,No,Peachtree City,Georgia
02/09/22,110,STEEL81,K35R,4000,PIT,Unk,No,Pittsburgh,Pennsylvania
02/09/22,127,ACO,C208,6000,ZKC,Unk,No,Olathe,Kansas
02/09/22,130,CN5,PC12,2500,AGS,Green,No,Augusta,Georgia
02/09/22,144,N493LG,HELO,5500,PUB,Blue,No,Pueblo,Colorado
02/09/22,159,SKW5644,CRJ2,5000,BOI,Green,No,Boise,Idaho
02/09/22,200,N276SA,C172,4000,ROA,Green,No,Roanoke,Virginia
02/09/22,218,N73477,C172,5000,BNA,Red,No,Nashville,Tennessee
02/09/22,226,SKW3197,CRJ7,9000,D10,Green,No,Dallas-Fort Worth,Texas
02/09/22,248,LBQ782,BE58,8000,GSO,Green,No,Greensboro,North Carolina
02/09/22,305,LN796PC,PC12,10000,ZLC,Green,No,Salt Lake City,Utah
02/09/22,340,NVT35,UH60,5000,HMN,Green,No,Alamogordo,New Mexico
02/09/22,340,ENY3716,E170,2000,AGS,Green,No,Augusta,Georgia
02/09/22,344,N6378M,C172,1400,BFI,Green And White,No,Seattle,Washington
02/09/22,344,DAL383,A359,38000,ZME,Green,No,Memphis,Tennessee
02/09/22,359,AAL2009,A321,1500,SEA,Green,No,Seattle,Washington
02/09/22,400,ASA712,B739,1500,SEA,Green,No,Seattle,Washington
02/09/22,401,QXE2567,DH8D,1500,SEA,Green,No,Seattle,Washington
02/09/22,402,DAL2471,B738,2000,S46,Green,No,Burien,Washington
02/09/22,402,SWA1192,B737,1500,SEA,Green,No,Seattle,Washington
02/09/22,404,AMX494,B738,1500,SEA,Green,No,Seattle,Washington
02/09/22,408,SNC1259,SH36,5400,CRW,Green,No,Charleston,West Virginia
02/09/22,410,N365MT,EC35,1000,CHS,Green,No,Charleston ,South Carolina
02/09/22,417,DAL622,B739,16000,SCT,Green,No,San Diego,California
02/09/22,425,DAL510,A321,31000,ZME,Green,No,Memphis,Tennessee
02/09/22,433,SKW3392,E75L,3000,PSP,Green,No,Palm Springs,California
02/09/22,435,FDX1600,B763,3500,IND,Green,No,Indianapolis,Indiana
02/09/22,445,PD2,HELO,5200,ABQ,Green,No,Albuquerque,New Mexico
02/09/22,454,UAL635,B38M,19000,ZTL,Green,No,Hampton,Georgia
02/09/22,505,ASA76,B739,800,SEA,Green,No,Seattle,Washington
02/09/22,508,DAL1290,B738,1000,SEA,Green,No,Seattle,Washington
02/09/22,522,SKW5246,CRJ2,8000,NCT,Green,No,Mather,California
02/09/22,605,CJT952,B763,5000,CVG,Green,No,Covington,Kentucky
02/09/22,608,UAL1749,B39M,5000,HCF,Green,No,Honolulu,Hawaii
02/09/22,608,AAL205,A21N,5000,HCF,Green,No,Honolulu,Hawaii
02/09/22,609,HAL556,B712,1800,OGG,Green,No,Kahului,Hawaii
02/09/22,610,JBU263,A321,1500,SEA,Green,No,Seattle,Washington
02/09/22,610,UAL1749,B739,5000,OGG,Green,No,Kahului,Hawaii
02/09/22,615,QXE2598,DHC8D,1500,SEA,Green,No,Seattle,Washington
02/09/22,616,JBU263,A321,1500,SEA,Green,No,Seattle,Washington
02/09/22,617,FDX1273,B763,25000,ZME,Green,No,Memphis,Tennessee
02/09/22,724,JBU354,A320,6000,SCT,Green,No,San Diego,California
02/09/22,2330,UAL726,B739,5000,N90,Green,No,Westbury,New York
02/09/22,2346,DAL670,B752,19000,ZBW,Green,No,Nashua,New Hampshire
02/10/22,32,WIG1057,BE99,5000,A90,Green,No,Merrimack,New Hampshire
02/10/22,148,LN519SF,B407,2300,LIT,Green,No,Little Rock,Arkansas
02/10/22,159,DAL1037,B738,500,S46,Green,No,Burien,Washington
02/10/22,201,JIA5147,CRJ7,6000,PCT,Green,No,Warrenton,Virginia
02/10/22,224,SWA572,B737,7500,CHS,Green,No,Charleston ,South Carolina
02/10/22,245,SWA736,B737,3500,NCT,Green,No,Mather,California
02/10/22,248,N241JA,P28A,6000,ZME,Green,No,Memphis,Tennessee
02/10/22,250,GNSMK4,C208,5500,SCT,Green,No,San Diego,California
02/10/22,320,ALEA104,OH58,1300,MGM,Green,No,Montgomery,Alabama
02/10/22,335,ENY4445,E170,8000,D10,Green,No,Dallas-Fort Worth,Texas
02/10/22,339,AAL2009,B737,1500,SEA,Green,No,Seattle,Washington
02/10/22,340,VOI896,A20N,2000,SEA,Green,No,Seattle,Washington
02/10/22,342,ASA508,B739,1600,SEA,Green,No,Seattle,Washington
02/10/22,345,SKW3934,E75L,1700,SEA,Green,No,Seattle,Washington
02/10/22,352,ASA751,B739,1000,SEA,Green,No,Seattle,Washington
02/10/22,404,UCA4326,E145,17000,ZOB,Green,No,Oberlin,Ohio
02/11/22,55,N1839E,C172,9000,D01,Green,No,Denver,Colorado
02/11/22,106,N857SP,C172,3000,D10,Green,No,Dallas-Fort Worth,Texas
02/11/22,110,N960PT,C510,12000,T75,Green,No,St. Charles,Missouri
02/11/22,110,AAL2211,B738,1000,STX,Green,No,Saint Croix,Virgin Islands
02/11/22,117,SKW5359,CRJ2,9500,D01,Green,No,Denver,Colorado
02/11/22,135,PDT6219,E145,9000,ZDC,Green,No,Leesburg,Virginia
02/11/22,146,PDT6099,E145,12000,ZDC,Green,No,Leesburg,Virginia
02/11/22,150,N382NX,PC12,Unk,TWF,Blue,No,Twin Falls,Idaho
02/11/22,210,N24AF,C172,2000,AUS,Green,No,Austin,Texas
02/11/22,214,MTU90,DA40,5500,ZME,Green,No,Memphis,Tennessee
02/11/22,249,UPS1339,B752,11000,ZTL,Green,No,Hampton,Georgia
02/11/22,250,N101GV,C172,4000,BOI,Blue,No,Boise,Idaho
02/11/22,305,CSI591,BE9L,10000,ZAB,Green,No,Albuquerque,New Mexico
02/11/22,335,DAL338,B752,2400,SAN,Green,No,San Diego,California
02/11/22,342,SWA399,B737,16000,NCT,Green,No,Mather,California
02/11/22,420,AAL2281,B738,20000,ZFW,Green,No,Fort Worth,Texas
02/11/22,423,UPS1339,B752,12000,ZID,Green,No,Indianapolis,Indiana
02/11/22,440,FDX1204,B763,36000,ZID,Green,No,Indianapolis,Indiana
02/11/22,447,QXE2306,DH8D,1000,PSC,Blue And Violet,No,Pasco,Washington
02/11/22,525,BYA297,E120,11000,ABQ,Green,No,Albuquerque,New Mexico
02/11/22,540,ASA118,A320,12000,NCT,Blue,No,Mather,California
02/11/22,555,ENY3865,E145,11000,ZHU,Green,No,Houston,Texas
02/11/22,605,ENY3641,E170,16500,ZFW,Green,No,Fort Worth,Texas
02/11/22,620,ABX3164,B762,36000,ZOA,Green,No,Fremont,California
02/11/22,625,SCM46,C56X,14500,ZHU,Green,No,Houston,Texas
02/11/22,757,CHP37,GA7,4500,NCT,Red,No,Mather,California
02/11/22,855,AAH550,B733,2200,HCF,Green,No,Honolulu,Hawaii
02/11/22,938,ATN3252,B762,26000,ZID,Green,No,Indianapolis,Indiana
02/11/22,1044,N118SB,BE20,6800,ABQ,Green,No,Albuquerque,New Mexico
02/11/22,1100,GTI3809,B767,11000,ZOA,Blue,No,Fremont,California
02/11/22,1330,SWA499,B737,500,L30,Blue,No,Las Vegas,Nevada
02/11/22,2322,AMF7106,SW4,2800,BQN,Blue,No,Aguadilla,Puerto Rico
02/12/22,10,N229FG,P28A,3500,RDU,Green,No,Raleigh/Durham,North Carolina
02/12/22,19,N405A,P28A,4000,TPA,Green,No,Tampa,Florida
02/12/22,20,N6464B,C172,500,HQ DEN,Green,No,Washington,District of Columbia
02/12/22,40,SWQ470,B737,11000,ZNY,Green,No,Ronkonkoma,New York
02/12/22,53,SKW3257,CRJ7,500,HRL,Blue,No,Harlingen,Texas
02/12/22,108,N848PA,C172,4000,ZTL,Green,No,Hampton,Georgia
02/12/22,134,SKW3169,CRJ7,11000,PVD,Green,No,Providence,Rhode Island
02/12/22,134,N112PZ,C172,4000,DAB,Green,No,Daytona Beach,Florida
02/12/22,136,N2473Z,C172,7000,MSY,Green,No,New Orleans,Louisiana
02/12/22,145,N19592,C150,2000,APF,Green,No,Naples,Florida
02/12/22,202,JIA5371,CRJ7,9000,CLT,Green,No,Charlotte,North Carolina
02/12/22,205,SCX695,B737,6000,DLH,Green,No,Duluth,Minnesota
02/12/22,207,DAL1871,B739,10000,S56,Green,No,Salt Lake City,Utah
02/12/22,215,SKW3822,E75L,6800,SLC,Purple,No,Salt Lake City,Utah
02/12/22,220,N58GR,BE58,4000,ZHU,Green,No,Houston,Texas
02/12/22,226,N19804,C172,3300,VGT,Green,No,Las Vegas,Nevada
02/12/22,232,AAL512,B738,10000,ZTL,Green,No,Hampton,Georgia
02/12/22,240,CNS6,PC24,10000,ZJX,Green,No,Hillard,Florida
02/12/22,243,SKW3335,E75L,29000,ZLA,Green,No,Palmsdale,California
02/12/22,243,AAY1357,A320,2600,IWA,Green,No,Phoenix,Arizona
02/12/22,258,MAD67,C680,3000,JAX,Green,No,Jacksonville,Florida
02/12/22,305,SKW4068,E75L,4000,NCT,Green,No,Mather,California
02/12/22,343,ENY4079,E170,2000,LIT,Green,No,Little Rock,Arkansas
02/12/22,344,FRG220,SB20,2000,BTR,Green,No,Baton Rouge,Louisiana
02/12/22,347,SWA281,B737,2000,LIT,Green,No,Little Rock,Arkansas
02/12/22,350,SKW5545,E75L,10000,PSP,Purple And Green,No,Palm Springs,California
02/12/22,416,IJW209,B722,3000,LRD,Green,No,Laredo,Texas
02/12/22,422,TROY128,AS50,2200,MFE,Green,No,Mc Allen,Texas
02/12/22,428,SKW5977,E75L,5500,BOI,Green,No,Boise,Idaho
02/12/22,428,ABX903,B763,9500,S46,Green,No,Burien,Washington
02/12/22,431,SWA961,B737,3000,P50,Green,No,Phoenix,Arizona
02/12/22,520,UPS1013,B763,6000,SDF,Green,No,Louisville,Kentucky
02/12/22,520,SRVY1,C208,6500,U90,Green,No,Tucson,Arizona
02/12/22,600,UAL1690,B739,5000,P80,Green,No,Portland,Oregon
02/12/22,602,UAL393,B739,5000,P80,Green,No,Portland,Oregon
02/12/22,627,LF10,HELO,4600,BOI,Blue,No,Boise,Idaho
02/12/22,720,ASA866,B39M,12000,ZLA,Green,No,Palmsdale,California
02/12/22,1114,EDV4809,CRJ2,9500,ZTL,Green,No,Hampton,Georgia
02/13/22,100,N430JF,C525,3000,A80,Green,No,Peachtree City,Georgia
02/13/22,123,N38DS,DA42,1000,APF,Green,No,Naples,Florida
02/13/22,158,JKA47,PA44,3000,GGG,Green,No,Longview,Texas
02/13/22,215,SKW5527,CRJ7,7000,U90,Green,No,Tucson,Arizona
02/13/22,251,FDX533,DC10,6900,ELP,Green,No,El Paso,Texas
02/13/22,300,SWA2668,B738,5000,P50,Blue,No,Phoenix,Arizona
02/13/22,320,ENY3716,E145,10000,AGS,Green,No,Augusta,Georgia
02/13/22,339,SKW5467,E75L,28000,ZAB,Green,No,Albuquerque,New Mexico
02/13/22,342,ENY4087,E170,7000,FSM,Green,No,Fort Smith,Arkansas
02/13/22,410,N98219,C172,3600,SCT,Green,No,San Diego,California
02/13/22,420,QXE2540,E75L,6400,S46,Green,No,Burien,Washington
02/13/22,422,ASA1481,B739,8500,S46,Green,No,Burien,Washington
02/13/22,450,ASA1309,B739,6000,S46,Green,No,Burien,Washington
02/13/22,453,N5150D,C172,7500,SCT,Multi-colored,No,San Diego,California
02/13/22,612,SWA1833,B38M,3300,SAN,Green,No,San Diego,California
02/13/22,616,N246TJ,SR22,1600,NCT,Green,No,Mather,California
02/13/22,624,SKW4120,E75L,3600,BOI,Green,No,Boise,Idaho
02/14/22,43,EDV4655,CRJ9,4000,PIT,Green,No,Pittsburgh,Pennsylvania
02/14/22,100,ASH6106,E75L,16000,ZHU,Blue,No,Houston,Texas
02/14/22,119,N344ES,HELO,1000,MSY,Green,No,New Orleans,Louisiana
02/14/22,138,GTW651,G150,2500,T75,Green,No,St. Charles,Missouri
02/14/22,155,UCA4938,E145,7500,I90,Green,No,Houston,Texas
02/14/22,230,SKW3651,E75L,6000,SLC,Green,No,Salt Lake City,Utah
02/14/22,240,N98436,C172,300,CCR,Green,No,Concord,California
02/14/22,305,N416CE,SR22,10000,JAX,Green,No,Jacksonville,Florida
02/14/22,322,SKW5545,E75L,25000,ZLA,Green,No,Palmsdale,California
02/14/22,350,SWA349,B737,18000,ZKC,Green,No,Olathe,Kansas
02/14/22,413,AAL1031,B738,6000,CLT,Blue,No,Charlotte,North Carolina
02/14/22,428,UAL1272,A319,3000,SFO,Green,No,San Francisco,California
02/14/22,444,N135LX,EC35,3500,ROA,Blue,No,Roanoke,Virginia
02/14/22,445,UAL1760,B737,17000,ZDC,Blue,No,Leesburg,Virginia
02/14/22,452,N704YE,C150,4500,TRI,Green,No,Bristol/Johnson/Kingsport,Tennessee
02/14/22,535,SKW5912,CRJ2,5000,BOI,Green,No,Boise,Idaho
02/14/22,535,N2882C,PA44,9500,ZDV,Green,No,Longmont,Colorado
02/14/22,610,TV7,AS50,1000,VNY,Green,No,Van Nuys,California
02/14/22,738,UAL2306,B752,8000,SCT,Green,No,San Diego,California
02/15/22,24,RPA4566,E75S,35000,ZTL,Green,No,Hampton,Georgia
02/15/22,45,KATT27,TEX2,5000,MOB,Green,No,Mobile,Alabama
02/15/22,48,UAL1878,B739,2000,IAH,Green,No,Houston,Texas
02/15/22,100,SKW3128,CRJ7,6000,D10,Green,No,Dallas-Fort Worth,Texas
02/15/22,116,SWA853,B737,2500,MKE,Green,No,Milwaukee,Wisconsin
02/15/22,120,LXJ578,CL35,900,MDW,Green,No,Chicago,Illinois
02/15/22,129,FFT1089,A20N,39000,ZID,Green,No,Indianapolis,Indiana
02/15/22,135,FRG9508,SB20,16000,ZID,Green,No,Indianapolis,Indiana
02/15/22,137,N73FX,R44,1300,RVS,Blue,No,Tulsa,Oklahoma
02/15/22,150,EJA798,CL35,5000,D10,Blue,No,Dallas-Fort Worth,Texas
02/15/22,208,N886EC,P28R,2000,I90,Green,No,Houston,Texas
02/15/22,229,STSRY17,BE9L,2000,CRP,Green,No,Corpus Christi,Texas
02/15/22,249,UCA4293,E145,16000,LCH,Blue,No,Lake Charles,Louisiana
02/15/22,253,DAL2894,A320,6000,A80,Green,No,Peachtree City,Georgia
02/15/22,313,VXP186,B737,4500,ZOA,Green,No,Fremont,California
02/15/22,333,DAL2992,A321,9000,M98,Green,No,Minneapolis,Minnesota
02/15/22,345,DPS102,AS50,1500,I90,Green,No,Houston,Texas
02/15/22,357,ASH6094,E75L,6300,MCI,Green,No,Kansas City,Missouri
02/15/22,400,JIA5727,CRJ9,21000,ZBW,Green,No,Nashua,New Hampshire
02/15/22,412,DAL1322,A319,5000,M98,Green,No,Minneapolis,Minnesota
02/15/22,431,N121NG,DA40,10300,ZDV,Green,No,Longmont,Colorado
02/15/22,445,JSX142,E135,14000,NCT,Green,No,Mather,California
02/15/22,526,SWA1423,B738,7500,NCT,Green,No,Mather,California
02/15/22,622,ASA113,B739,1200,SEA,Green,No,Seattle,Washington
02/15/22,623,SWA2366,B737,1200,SEA,Green,No,Seattle,Washington
02/15/22,1038,UPS1366,A306,11000,ZJX,Green,No,Hillard,Florida
02/15/22,1100,MTN8325,AT73,18000,ZAU,Green,No,Aurora,Illinois
02/15/22,1212,AAH220,B733,2000,HCF,Green,No,Honolulu,Hawaii
02/15/22,2222,SKW3516,E75L,800,SEA,Green,No,Seattle,Washington
02/15/22,2350,WIG7112,C208,700,SJU,Green,No,San Juan,Puerto Rico
02/16/22,21,N96879,C172,3500,CMH,Red and Green,No,Columbus,Ohio
02/16/22,37,MTU68,DA40,5500,BNA,Red,No,Nashville,Tennessee
02/16/22,110,N131HN,EC145,2800,PKB,Green,No,Parkersburg,West Virginia
02/16/22,145,N707BL,DA40,12000,ZOB,Green,No,Oberlin,Ohio
02/16/22,150,DAL2322,A321,4000,A80,Green,No,Peachtree City,Georgia
02/16/22,202,JAKE13,K35R,23000,ZME,Green,No,Memphis,Tennessee
02/16/22,212,RAKE44,BE40,1500,ACT,Green,No,Waco,Texas
02/16/22,215,PCM7688,C208,5000,SCT,Purple,No,San Diego,California
02/16/22,218,VVE118,B06,1200,PNS,Green,No,Pensacola,Florida
02/16/22,218,QXE2084,E75L,800,SEA,Green,No,Seattle,Washington
02/16/22,220,QXE2223,DH8D,800,SEA,Green,No,Seattle,Washington
02/16/22,227,ASA126,B738,900,SEA,Green,No,Seattle,Washington
02/16/22,251,FT45,C172,7500,D01,Purple,No,Denver,Colorado
02/16/22,255,DAL452,B752,1600,SEA,Green,No,Seattle,Washington
02/16/22,258,UPS1321,B763,30000,ZID,Green,No,Indianapolis,Indiana
02/16/22,300,N96YY,DV20,5000,ZME,Green,No,Memphis,Tennessee
02/16/22,330,ASA1430,B739,15500,S46,Green,No,Burien,Washington
02/16/22,340,DAL944,B738,7000,CVG,Blue,No,Covington,Kentucky
02/16/22,400,ASA64,B737,1600,SEA,Green,No,Seattle,Washington
02/16/22,402,SKW3593,E75L,2000,SEA,Green,No,Seattle,Washington
02/16/22,406,DAL680,B739,1400,SEA,Green,No,Seattle,Washington
02/16/22,411,ASA3,B738,1500,SEA,Green,No,Seattle,Washington
02/16/22,421,ASA792,B737,800,SEA,Green,No,Seattle,Washington
02/16/22,422,SWA1668,B737,2200,SEA,Green,No,Seattle,Washington
02/16/22,433,LN127ZA,C55B,5000,C90,Green,No,Elgin,Illinois
02/16/22,530,N452ER,C172,1600,DAB,White,No,Daytona Beach,Florida
02/16/22,530,ERU452,C172,1600,DAB,White,No,Daytona Beach,Florida
02/16/22,548,ASA1186,B39M,6000,P80,Green,No,Portland,Oregon
02/16/22,614,FDY57,C208,1500,HCF,Green,No,Honolulu,Hawaii
02/16/22,644,AAL303,A319,5500,GEG,Green,No,Spokane ,Washington
02/17/22,12,SKW3645,CRJ9,11000,PWM,Blue,No,Portland,Maine
02/17/22,27,N5597E,SR22,4500,ATL,Green,No,Atlanta,Georgia
02/17/22,37,N46556,C172,6000,TPA,Blue,No,Tampa,Florida
02/17/22,43,SWA2305,B737,24000,ZME,Blue,No,Memphis,Tennessee
02/17/22,50,N61LH,DA40,1500,ROA,Green,No,Roanoke,Virginia
02/17/22,139,SHOOT54,T38,8000,OKC,Green,No,Oklahoma City,Oklahoma
02/17/22,200,SKW5785,CRJ2,4200,C90,Green,No,Elgin,Illinois
02/17/22,205,JTZ419,E55P,3200,ZME,Green,No,Memphis,Tennessee
02/17/22,215,RCHMED7,HELO,1800,SUU,Green,No,Fairfield,California
02/17/22,219,UCA4847,E145,4000,ZFW,Green,No,Fort Worth,Texas
