SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
162,13,000,57232,00000,00000,0,A,Oak Park town,Georgia,503,502,502
162,13,000,57260,00000,00000,0,A,Oakwood city,Georgia,4818,4853,5373
162,13,000,57372,00000,00000,0,A,Ochlocknee town,Georgia,666,667,670
162,13,000,57428,00000,00000,0,A,Ocilla city,Georgia,3734,3726,3720
162,13,000,57456,00000,00000,0,A,Oconee city,Georgia,192,192,189
162,13,000,57540,00000,00000,0,A,Odum city,Georgia,464,464,469
162,13,000,57568,00000,00000,0,A,Offerman city,Georgia,447,446,453
162,13,000,57736,00000,00000,0,A,Oglethorpe city,Georgia,1014,1008,1007
162,13,000,58100,00000,00000,0,A,Oliver city,Georgia,209,209,211
162,13,000,58184,00000,00000,0,A,Omega city,Georgia,1301,1301,1295
162,13,000,58296,00000,00000,0,A,Orchard Hill town,Georgia,217,220,221
162,13,000,58744,00000,00000,0,A,Oxford city,Georgia,2277,2275,2275
162,13,000,58884,00000,00000,0,A,Palmetto city,Georgia,5064,5089,5075
162,13,000,59416,00000,00000,0,A,Parrott town,Georgia,117,117,114
162,13,000,59500,00000,00000,0,A,Patterson city,Georgia,753,754,762
162,13,000,59556,00000,00000,0,A,Pavo city,Georgia,624,622,623
162,13,000,59724,00000,00000,0,A,Peachtree City city,Georgia,38248,38341,38818
162,13,000,59735,00000,00000,0,A,Peachtree Corners city,Georgia,42309,42268,42108
162,13,000,59808,00000,00000,0,A,Pearson city,Georgia,1827,1829,1847
162,13,000,59976,00000,00000,0,A,Pelham city,Georgia,3468,3452,3416
162,13,000,60004,00000,00000,0,A,Pembroke city,Georgia,2514,2524,2624
162,13,000,60032,00000,00000,0,A,Pendergrass town,Georgia,1691,1702,1740
162,13,000,60340,00000,00000,0,A,Perry city,Georgia,20596,20905,22029
162,13,000,60984,00000,00000,0,A,Pinehurst city,Georgia,306,304,297
162,13,000,61040,00000,00000,0,A,Pine Lake city,Georgia,744,743,733
162,13,000,61124,00000,00000,0,A,Pine Mountain town,Georgia,1220,1227,1254
162,13,000,61320,00000,00000,0,A,Pineview town,Georgia,452,450,449
162,13,000,61544,00000,00000,0,A,Pitts city,Georgia,252,251,250
162,13,000,61628,00000,00000,0,A,Plains city,Georgia,559,558,553
162,13,000,61684,00000,00000,0,A,Plainville city,Georgia,353,353,355
162,13,000,62104,00000,00000,0,A,Pooler city,Georgia,25560,25601,26930
162,13,000,62216,00000,00000,0,A,Portal town,Georgia,642,644,655
162,13,000,62244,00000,00000,0,A,Porterdale city,Georgia,1801,1797,1828
162,13,000,62328,00000,00000,0,A,Port Wentworth city,Georgia,10846,10877,11746
162,13,000,62496,00000,00000,0,A,Poulan city,Georgia,756,753,745
162,13,000,62524,00000,00000,0,A,Powder Springs city,Georgia,16901,16897,17083
162,13,000,63000,00000,00000,0,A,Pulaski town,Georgia,196,196,196
162,13,000,63224,00000,00000,0,A,Quitman city,Georgia,4125,4105,4101
162,13,000,63560,00000,00000,0,A,Ranger town,Georgia,105,105,107
162,13,000,63728,00000,00000,0,A,Ray City city,Georgia,956,959,969
162,13,000,63756,00000,00000,0,A,Rayle town,Georgia,155,154,156
162,13,000,63840,00000,00000,0,A,Rebecca town,Georgia,207,206,205
162,13,000,64372,00000,00000,0,A,Register town,Georgia,159,159,161
162,13,000,64512,00000,00000,0,A,Reidsville city,Georgia,2424,2425,2446
162,13,000,64596,00000,00000,0,A,Remerton city,Georgia,1332,1325,1302
162,13,000,64680,00000,00000,0,A,Rentz city,Georgia,310,309,308
162,13,000,64736,00000,00000,0,A,Resaca town,Georgia,1162,1165,1170
162,13,000,64792,00000,00000,0,A,Rest Haven town,Georgia,45,45,45
162,13,000,64876,00000,00000,0,A,Reynolds city,Georgia,942,941,935
162,13,000,64932,00000,00000,0,A,Rhine town,Georgia,297,295,294
162,13,000,64960,00000,00000,0,A,Riceboro city,Georgia,622,619,629
162,13,000,65016,00000,00000,0,A,Richland city,Georgia,1473,1467,1479
162,13,000,65044,00000,00000,0,A,Richmond Hill city,Georgia,16603,16732,17556
162,13,000,65156,00000,00000,0,A,Riddleville town,Georgia,81,80,79
162,13,000,65296,00000,00000,0,A,Rincon city,Georgia,10903,10982,11016
162,13,000,65324,00000,00000,0,A,Ringgold city,Georgia,3409,3414,3429
162,13,000,65464,00000,00000,0,A,Riverdale city,Georgia,15093,15054,14912
162,13,000,65856,00000,00000,0,A,Roberta city,Georgia,784,781,782
162,13,000,66024,00000,00000,0,A,Rochelle city,Georgia,1170,1165,1166
162,13,000,66276,00000,00000,0,A,Rockmart city,Georgia,4731,4746,4811
162,13,000,66444,00000,00000,0,A,Rocky Ford town,Georgia,164,163,163
162,13,000,66668,00000,00000,0,A,Rome city,Georgia,37719,37714,37746
162,13,000,66696,00000,00000,0,A,Roopville town,Georgia,230,230,232
162,13,000,67256,00000,00000,0,A,Rossville city,Georgia,3975,3973,3984
162,13,000,67284,00000,00000,0,A,Roswell city,Georgia,92892,92989,92530
162,13,000,67452,00000,00000,0,A,Royston city,Georgia,2651,2645,2656
162,13,000,67760,00000,00000,0,A,Rutledge city,Georgia,871,876,875
162,13,000,67984,00000,00000,0,A,St. Marys city,Georgia,18345,18410,18521
162,13,000,68096,00000,00000,0,A,Sale City city,Georgia,349,347,344
162,13,000,68208,00000,00000,0,A,Sandersville city,Georgia,5805,5770,5654
162,13,000,68516,00000,00000,0,A,Sandy Springs city,Georgia,108134,108172,107180
162,13,000,68600,00000,00000,0,A,Santa Claus city,Georgia,205,205,204
162,13,000,68740,00000,00000,0,A,Sardis city,Georgia,993,995,983
162,13,000,68796,00000,00000,0,A,Sasser town,Georgia,288,287,281
162,13,000,69000,00000,00000,0,A,Savannah city,Georgia,148095,147701,147088
162,13,000,69336,00000,00000,0,A,Scotland city,Georgia,184,183,182
162,13,000,69448,00000,00000,0,A,Screven city,Georgia,764,763,770
162,13,000,69672,00000,00000,0,A,Senoia city,Georgia,4993,5005,5245
162,13,000,69784,00000,00000,0,A,Shady Dale town,Georgia,252,252,259
162,13,000,69896,00000,00000,0,A,Sharon city,Georgia,107,106,106
162,13,000,69980,00000,00000,0,A,Sharpsburg town,Georgia,328,327,329
162,13,000,70120,00000,00000,0,A,Shellman city,Georgia,854,848,834
162,13,000,70428,00000,00000,0,A,Shiloh city,Georgia,405,409,415
162,13,000,70932,00000,00000,0,A,Siloam town,Georgia,194,193,196
162,13,000,71282,00000,00000,0,A,Sky Valley city,Georgia,477,477,480
162,13,000,71464,00000,00000,0,A,Smithville city,Georgia,593,594,597
162,13,000,71492,00000,00000,0,A,Smyrna city,Georgia,55689,55635,55685
162,13,000,71604,00000,00000,0,A,Snellville city,Georgia,20508,20521,20753
162,13,000,71660,00000,00000,0,A,Social Circle city,Georgia,4976,4993,5121
162,13,000,71772,00000,00000,0,A,Soperton city,Georgia,2872,2863,2843
162,13,000,72122,00000,00000,0,A,South Fulton city,Georgia,107524,107623,108575
162,13,000,72556,00000,00000,0,A,Sparks town,Georgia,2035,2035,2030
162,13,000,72584,00000,00000,0,A,Sparta city,Georgia,1352,1349,1332
162,13,000,72780,00000,00000,0,A,Springfield city,Georgia,2909,2906,2993
162,13,000,73004,00000,00000,0,A,Stapleton city,Georgia,399,398,395
162,13,000,73256,00000,00000,0,A,Statesboro city,Georgia,33159,33209,33399
162,13,000,73312,00000,00000,0,A,Statham city,Georgia,2806,2834,2857
162,13,000,73620,00000,00000,0,A,Stillmore city,Georgia,439,438,437
162,13,000,73704,00000,00000,0,A,Stockbridge city,Georgia,28944,29010,29163
162,13,000,73784,00000,00000,0,A,Stonecrest city,Georgia,59148,59181,59863
162,13,000,73816,00000,00000,0,A,Stone Mountain city,Georgia,6701,6688,6614
162,13,000,74180,00000,00000,0,A,Sugar Hill city,Georgia,25093,25139,25259
162,13,000,74348,00000,00000,0,A,Summertown city,Georgia,118,118,118
162,13,000,74376,00000,00000,0,A,Summerville city,Georgia,4424,4413,4400
162,13,000,74432,00000,00000,0,A,Sumner town,Georgia,439,438,435
162,13,000,74572,00000,00000,0,A,Sunny Side city,Georgia,204,203,204
162,13,000,74852,00000,00000,0,A,Surrency town,Georgia,195,195,195
162,13,000,74936,00000,00000,0,A,Suwanee city,Georgia,20776,20968,21918
162,13,000,74964,00000,00000,0,A,Swainsboro city,Georgia,7462,7450,7438
162,13,000,75104,00000,00000,0,A,Sycamore city,Georgia,764,762,764
162,13,000,75160,00000,00000,0,A,Sylvania city,Georgia,2662,2659,2661
162,13,000,75188,00000,00000,0,A,Sylvester city,Georgia,5634,5611,5549
162,13,000,75244,00000,00000,0,A,Talbotton city,Georgia,739,738,740
162,13,000,75272,00000,00000,0,A,Talking Rock town,Georgia,90,90,91
162,13,000,75300,00000,00000,0,A,Tallapoosa city,Georgia,3219,3221,3247
162,13,000,75328,00000,00000,0,A,Tallulah Falls town,Georgia,195,195,198
162,13,000,75412,00000,00000,0,A,Talmo town,Georgia,277,278,282
162,13,000,75496,00000,00000,0,A,Tarrytown town,Georgia,64,64,64
162,13,000,75664,00000,00000,0,A,Taylorsville town,Georgia,248,251,253
162,13,000,75832,00000,00000,0,A,Temple city,Georgia,5068,5126,5623
162,13,000,75888,00000,00000,0,A,Tennille city,Georgia,1472,1506,1662
162,13,000,76168,00000,00000,0,A,Thomaston city,Georgia,9853,9842,9761
162,13,000,76224,00000,00000,0,A,Thomasville city,Georgia,18912,18898,18867
162,13,000,76280,00000,00000,0,A,Thomson city,Georgia,6885,6867,6873
162,13,000,76364,00000,00000,0,A,Thunderbolt town,Georgia,2562,2553,2533
162,13,000,76476,00000,00000,0,A,Tifton city,Georgia,17205,17240,17235
162,13,000,76504,00000,00000,0,A,Tiger town,Georgia,483,482,486
162,13,000,76532,00000,00000,0,A,Tignall town,Georgia,485,487,486
162,13,000,76756,00000,00000,0,A,Toccoa city,Georgia,9152,9158,9188
162,13,000,76952,00000,00000,0,A,Toomsboro city,Georgia,404,403,401
162,13,000,77372,00000,00000,0,A,Trenton city,Georgia,2179,2178,2201
162,13,000,77540,00000,00000,0,A,Trion town,Georgia,1966,1960,1963
162,13,000,77652,00000,00000,0,A,Tucker city,Georgia,36989,37002,36855
162,13,000,77736,00000,00000,0,A,Tunnel Hill city,Georgia,965,963,964
162,13,000,77764,00000,00000,0,A,Turin town,Georgia,350,367,467
162,13,000,77988,00000,00000,0,A,Twin City city,Georgia,1689,1687,1685
162,13,000,78036,00000,00000,0,A,Tybee Island city,Georgia,3113,3107,3091
162,13,000,78044,00000,00000,0,A,Tyrone town,Georgia,7674,7718,7817
162,13,000,78100,00000,00000,0,A,Ty Ty city,Georgia,628,626,624
162,13,000,78156,00000,00000,0,A,Unadilla city,Georgia,2895,2885,2847
162,13,000,78324,00000,00000,0,A,Union City city,Georgia,26839,27047,27359
162,13,000,78380,00000,00000,0,A,Union Point city,Georgia,1615,1626,1677
162,13,000,78744,00000,00000,0,A,Uvalda city,Georgia,442,439,442
162,13,000,78800,00000,00000,0,A,Valdosta city,Georgia,55485,55468,55567
162,13,000,78996,00000,00000,0,A,Varnell city,Georgia,2180,2176,2179
162,13,000,79164,00000,00000,0,A,Vernonburg town,Georgia,136,136,137
162,13,000,79388,00000,00000,0,A,Vidalia city,Georgia,10761,10764,10710
162,13,000,79416,00000,00000,0,A,Vidette city,Georgia,103,103,101
162,13,000,79444,00000,00000,0,A,Vienna city,Georgia,3016,2996,2912
162,13,000,79528,00000,00000,0,A,Villa Rica city,Georgia,16932,17099,17830
162,13,000,79808,00000,00000,0,A,Waco city,Georgia,530,530,539
162,13,000,79864,00000,00000,0,A,Wadley city,Georgia,1643,1638,1622
162,13,000,79948,00000,00000,0,A,Waleska city,Georgia,728,728,734
162,13,000,80228,00000,00000,0,A,Walnut Grove city,Georgia,1324,1324,1347
162,13,000,80256,00000,00000,0,A,Walthourville city,Georgia,3734,3715,3788
162,13,000,80480,00000,00000,0,A,Warm Springs city,Georgia,536,536,534
162,13,000,80508,00000,00000,0,A,Warner Robins city,Georgia,80324,80494,81446
162,13,000,80592,00000,00000,0,A,Warrenton city,Georgia,1737,1733,1737
162,13,000,80676,00000,00000,0,A,Warwick city,Georgia,504,502,499
162,13,000,80704,00000,00000,0,A,Washington city,Georgia,3761,3752,3704
162,13,000,80788,00000,00000,0,A,Watkinsville city,Georgia,2898,2905,2937
162,13,000,80844,00000,00000,0,A,Waverly Hall town,Georgia,608,612,622
162,13,000,80956,00000,00000,0,A,Waycross city,Georgia,13915,13889,13759
162,13,000,80984,00000,00000,0,A,Waynesboro city,Georgia,5806,5802,5688
162,13,000,81128,00000,00000,0,A,Webster County unified government,Georgia,2348,2350,2367
162,13,000,82132,00000,00000,0,A,West Point city,Georgia,3753,3746,3748
162,13,000,82412,00000,00000,0,A,Whigham city,Georgia,427,426,423
162,13,000,82468,00000,00000,0,A,White city,Georgia,660,659,660
162,13,000,82692,00000,00000,0,A,White Plains city,Georgia,243,245,252
162,13,000,82720,00000,00000,0,A,Whitesburg city,Georgia,596,596,601
162,13,000,82972,00000,00000,0,A,Willacoochee city,Georgia,1237,1239,1255
162,13,000,83084,00000,00000,0,A,Williamson city,Georgia,684,686,706
162,13,000,83420,00000,00000,0,A,Winder city,Georgia,18209,18266,18825
162,13,000,83728,00000,00000,0,A,Winterville city,Georgia,1198,1196,1198
162,13,000,83868,00000,00000,0,A,Woodbine city,Georgia,1068,1068,1068
162,13,000,83896,00000,00000,0,A,Woodbury city,Georgia,903,902,905
162,13,000,83952,00000,00000,0,A,Woodland city,Georgia,303,302,302
162,13,000,84176,00000,00000,0,A,Woodstock city,Georgia,34985,35105,36198
162,13,000,84260,00000,00000,0,A,Woodville city,Georgia,264,267,276
162,13,000,84288,00000,00000,0,A,Woolsey town,Georgia,206,206,206
162,13,000,84456,00000,00000,0,A,Wrens city,Georgia,2212,2204,2180
162,13,000,84512,00000,00000,0,A,Wrightsville city,Georgia,3322,3315,3309
162,13,000,84708,00000,00000,0,A,Yatesville town,Georgia,392,392,389
162,13,000,84960,00000,00000,0,A,Young Harris city,Georgia,1319,1320,1327
162,13,000,85128,00000,00000,0,A,Zebulon city,Georgia,1219,1222,1255
170,13,000,00000,00000,03436,0,A,Athens-Clarke County unified government,Georgia,128671,128489,128711
170,13,000,00000,00000,04200,0,A,Augusta-Richmond County consolidated government,Georgia,206607,206328,205673
172,13,000,03440,00000,03436,0,F,Athens-Clarke County unified government (balance),Georgia,127320,127141,127358
172,13,000,04204,00000,04200,0,F,Augusta-Richmond County consolidated government (balance),Georgia,202123,201850,201196
172,13,000,09040,00000,04200,0,A,Blythe city,Georgia,692,692,695
172,13,000,09068,00000,03436,0,A,Bogart town,Georgia,153,152,155
172,13,000,38040,00000,04200,0,A,Hephzibah city,Georgia,3792,3786,3782
172,13,000,83728,00000,03436,0,A,Winterville city,Georgia,1198,1196,1198
050,13,001,00000,00000,00000,0,A,Appling County,Georgia,18444,18428,18488
157,13,001,06016,00000,00000,1,A,Baxley city,Georgia,5006,5000,5008
157,13,001,34260,00000,00000,1,A,Graham city,Georgia,265,264,264
157,13,001,74852,00000,00000,1,A,Surrency town,Georgia,195,195,195
157,13,001,99990,00000,00000,1,F,Balance of Appling County,Georgia,12978,12969,13021
050,13,003,00000,00000,00000,0,A,Atkinson County,Georgia,8286,8301,8391
157,13,003,59808,00000,00000,1,A,Pearson city,Georgia,1827,1829,1847
157,13,003,82972,00000,00000,1,A,Willacoochee city,Georgia,1237,1239,1255
157,13,003,99990,00000,00000,1,F,Balance of Atkinson County,Georgia,5222,5233,5289
050,13,005,00000,00000,00000,0,A,Bacon County,Georgia,11140,11123,11079
157,13,005,01612,00000,00000,1,A,Alma city,Georgia,3433,3424,3397
157,13,005,99990,00000,00000,1,F,Balance of Bacon County,Georgia,7707,7699,7682
050,13,007,00000,00000,00000,0,A,Baker County,Georgia,2876,2844,2819
157,13,007,55244,00000,00000,1,A,Newton city,Georgia,599,592,588
157,13,007,99990,00000,00000,1,F,Balance of Baker County,Georgia,2277,2252,2231
050,13,009,00000,00000,00000,0,A,Baldwin County,Georgia,43799,43773,43781
157,13,009,51492,00000,00000,1,A,Milledgeville city,Georgia,17256,17228,17165
157,13,009,99990,00000,00000,1,F,Balance of Baldwin County,Georgia,26543,26545,26616
050,13,011,00000,00000,00000,0,A,Banks County,Georgia,18035,18069,18562
157,13,011,01948,00000,00000,1,A,Alto town (pt.),Georgia,351,351,358
157,13,011,04980,00000,00000,1,A,Baldwin city (pt.),Georgia,653,655,679
157,13,011,32860,00000,00000,1,A,Gillsville city (pt.),Georgia,91,91,92
157,13,011,39720,00000,00000,1,A,Homer town,Georgia,1260,1271,1360
157,13,011,47896,00000,00000,1,A,Lula city (pt.),Georgia,313,315,325
157,13,011,50484,00000,00000,1,A,Maysville town (pt.),Georgia,1035,1042,1092
157,13,011,99990,00000,00000,1,F,Balance of Banks County,Georgia,14332,14344,14656
050,13,013,00000,00000,00000,0,A,Barrow County,Georgia,83505,83963,86658
157,13,013,04140,00000,00000,1,A,Auburn city (pt.),Georgia,7287,7341,7856
157,13,013,07612,00000,00000,1,A,Bethlehem town,Georgia,710,712,732
157,13,013,10076,00000,00000,1,A,Braselton town (pt.),Georgia,2014,2041,2162
157,13,013,13184,00000,00000,1,A,Carl town,Georgia,206,206,215
157,13,013,73312,00000,00000,1,A,Statham city,Georgia,2806,2834,2857
157,13,013,83420,00000,00000,1,A,Winder city,Georgia,18209,18266,18825
157,13,013,99990,00000,00000,1,F,Balance of Barrow County,Georgia,52273,52563,54011
050,13,015,00000,00000,00000,0,A,Bartow County,Georgia,108901,109311,110843
157,13,015,00436,00000,00000,1,A,Adairsville city,Georgia,4878,4896,4979
157,13,015,13688,00000,00000,1,A,Cartersville city,Georgia,23093,23151,23222
157,13,015,27344,00000,00000,1,A,Emerson city,Georgia,1440,1441,1446
157,13,015,27988,00000,00000,1,A,Euharlee city,Georgia,4275,4285,4315
157,13,015,43668,00000,00000,1,A,Kingston city,Georgia,724,740,745
157,13,015,75664,00000,00000,1,A,Taylorsville town (pt.),Georgia,215,218,219
157,13,015,82468,00000,00000,1,A,White city,Georgia,660,659,660
157,13,015,99990,00000,00000,1,F,Balance of Bartow County,Georgia,73616,73921,75257
050,13,017,00000,00000,00000,0,A,Ben Hill County,Georgia,17194,17153,17158
157,13,017,29528,00000,00000,1,A,Fitzgerald city (pt.),Georgia,9020,8994,8977
157,13,017,99990,00000,00000,1,F,Balance of Ben Hill County,Georgia,8174,8159,8181
050,13,019,00000,00000,00000,0,A,Berrien County,Georgia,18160,18159,18147
157,13,019,01024,00000,00000,1,A,Alapaha town,Georgia,481,481,480
157,13,019,27596,00000,00000,1,A,Enigma town,Georgia,1061,1062,1064
157,13,019,54264,00000,00000,1,A,Nashville city,Georgia,4917,4908,4869
157,13,019,63728,00000,00000,1,A,Ray City city (pt.),Georgia,956,959,969
157,13,019,99990,00000,00000,1,F,Balance of Berrien County,Georgia,10745,10749,10765
050,13,021,00000,00000,00000,0,C,Bibb County,Georgia,157346,157104,156762
157,13,021,49008,00000,00000,1,A,Macon-Bibb County,Georgia,157346,157104,156762
050,13,023,00000,00000,00000,0,A,Bleckley County,Georgia,12583,12577,12607
157,13,023,01500,00000,00000,1,A,Allentown city (pt.),Georgia,4,4,4
157,13,023,17328,00000,00000,1,A,Cochran city,Georgia,5066,5063,5070
157,13,023,99990,00000,00000,1,F,Balance of Bleckley County,Georgia,7513,7510,7533
050,13,025,00000,00000,00000,0,A,Brantley County,Georgia,18021,18040,18101
157,13,025,39216,00000,00000,1,A,Hoboken city,Georgia,482,482,483
157,13,025,54124,00000,00000,1,A,Nahunta city,Georgia,1000,1008,1004
157,13,025,99990,00000,00000,1,F,Balance of Brantley County,Georgia,16539,16550,16614
050,13,027,00000,00000,00000,0,A,Brooks County,Georgia,16301,16232,16270
157,13,027,05708,00000,00000,1,A,Barwick city (pt.),Georgia,105,105,104
157,13,027,53032,00000,00000,1,A,Morven city,Georgia,517,516,519
157,13,027,59556,00000,00000,1,A,Pavo city (pt.),Georgia,243,242,243
157,13,027,63224,00000,00000,1,A,Quitman city,Georgia,4125,4105,4101
157,13,027,99990,00000,00000,1,F,Balance of Brooks County,Georgia,11311,11264,11303
050,13,029,00000,00000,00000,0,A,Bryan County,Georgia,44738,44999,46938
157,13,029,60004,00000,00000,1,A,Pembroke city,Georgia,2514,2524,2624
157,13,029,65044,00000,00000,1,A,Richmond Hill city,Georgia,16603,16732,17556
157,13,029,99990,00000,00000,1,F,Balance of Bryan County,Georgia,25621,25743,26758
050,13,031,00000,00000,00000,0,A,Bulloch County,Georgia,81099,81378,82442
157,13,031,11000,00000,00000,1,A,Brooklet city,Georgia,1716,1747,1876
157,13,031,62216,00000,00000,1,A,Portal town,Georgia,642,644,655
157,13,031,64372,00000,00000,1,A,Register town,Georgia,159,159,161
157,13,031,73256,00000,00000,1,A,Statesboro city,Georgia,33159,33209,33399
157,13,031,99990,00000,00000,1,F,Balance of Bulloch County,Georgia,45423,45619,46351
050,13,033,00000,00000,00000,0,A,Burke County,Georgia,24596,24621,24310
157,13,033,09040,00000,00000,1,A,Blythe city (pt.),Georgia,51,51,50
157,13,033,32916,00000,00000,1,A,Girard town,Georgia,182,181,180
157,13,033,43360,00000,00000,1,A,Keysville city,Georgia,315,315,315
157,13,033,51240,00000,00000,1,A,Midville city,Georgia,385,385,380
157,13,033,68740,00000,00000,1,A,Sardis city,Georgia,993,995,983
157,13,033,79416,00000,00000,1,A,Vidette city,Georgia,103,103,101
157,13,033,80984,00000,00000,1,A,Waynesboro city,Georgia,5806,5802,5688
157,13,033,99990,00000,00000,1,F,Balance of Burke County,Georgia,16761,16789,16613
050,13,035,00000,00000,00000,0,A,Butts County,Georgia,25434,25542,25781
157,13,035,30312,00000,00000,1,A,Flovilla city,Georgia,640,644,651
157,13,035,41596,00000,00000,1,A,Jackson city,Georgia,5553,5575,5622
157,13,035,42156,00000,00000,1,A,Jenkinsburg city,Georgia,389,390,393
157,13,035,99990,00000,00000,1,F,Balance of Butts County,Georgia,18852,18933,19115
050,13,037,00000,00000,00000,0,A,Calhoun County,Georgia,5573,5560,5509
157,13,037,02928,00000,00000,1,A,Arlington city (pt.),Georgia,935,932,917
157,13,037,26448,00000,00000,1,A,Edison city,Georgia,1274,1271,1254
157,13,037,45600,00000,00000,1,A,Leary city,Georgia,550,548,542
157,13,037,52696,00000,00000,1,A,Morgan city,Georgia,1578,1577,1576
157,13,037,99990,00000,00000,1,F,Balance of Calhoun County,Georgia,1236,1232,1220
050,13,039,00000,00000,00000,0,A,Camden County,Georgia,54768,54911,55664
157,13,039,43640,00000,00000,1,A,Kingsland city,Georgia,18437,18517,19075
157,13,039,67984,00000,00000,1,A,St. Marys city,Georgia,18345,18410,18521
157,13,039,83868,00000,00000,1,A,Woodbine city,Georgia,1068,1068,1068
157,13,039,99990,00000,00000,1,F,Balance of Camden County,Georgia,16918,16916,17000
050,13,043,00000,00000,00000,0,A,Candler County,Georgia,10981,11001,11037
157,13,043,51072,00000,00000,1,A,Metter city,Georgia,3980,3987,3994
157,13,043,63000,00000,00000,1,A,Pulaski town,Georgia,196,196,196
157,13,043,99990,00000,00000,1,F,Balance of Candler County,Georgia,6805,6818,6847
050,13,045,00000,00000,00000,0,A,Carroll County,Georgia,119148,119463,121968
157,13,045,09544,00000,00000,1,A,Bowdon city,Georgia,2147,2146,2168
157,13,045,10132,00000,00000,1,A,Bremen city (pt.),Georgia,64,64,67
157,13,045,13492,00000,00000,1,A,Carrollton city,Georgia,27118,27146,27493
157,13,045,53620,00000,00000,1,A,Mount Zion city,Georgia,1759,1775,1894
157,13,045,66696,00000,00000,1,A,Roopville town,Georgia,230,230,232
157,13,045,75832,00000,00000,1,A,Temple city (pt.),Georgia,5006,5064,5555
157,13,045,79528,00000,00000,1,A,Villa Rica city (pt.),Georgia,9667,9761,10236
157,13,045,82720,00000,00000,1,A,Whitesburg city,Georgia,596,596,601
157,13,045,99990,00000,00000,1,F,Balance of Carroll County,Georgia,72561,72681,73722
050,13,047,00000,00000,00000,0,A,Catoosa County,Georgia,67872,67976,68397
157,13,047,30956,00000,00000,1,A,Fort Oglethorpe city (pt.),Georgia,10077,10083,10173
157,13,047,65324,00000,00000,1,A,Ringgold city,Georgia,3409,3414,3429
157,13,047,99990,00000,00000,1,F,Balance of Catoosa County,Georgia,54386,54479,54795
050,13,049,00000,00000,00000,0,A,Charlton County,Georgia,12518,12530,12766
157,13,049,30424,00000,00000,1,A,Folkston city,Georgia,4358,4360,4408
157,13,049,39692,00000,00000,1,A,Homeland city,Georgia,892,894,918
157,13,049,99990,00000,00000,1,F,Balance of Charlton County,Georgia,7268,7276,7440
050,13,051,00000,00000,00000,0,A,Chatham County,Georgia,295291,294904,296329
157,13,051,08844,00000,00000,1,A,Bloomingdale city,Georgia,2776,2871,2860
157,13,051,32048,00000,00000,1,A,Garden City city,Georgia,10266,10364,10306
157,13,051,62104,00000,00000,1,A,Pooler city,Georgia,25560,25601,26930
157,13,051,62328,00000,00000,1,A,Port Wentworth city,Georgia,10846,10877,11746
157,13,051,69000,00000,00000,1,A,Savannah city,Georgia,148095,147701,147088
157,13,051,76364,00000,00000,1,A,Thunderbolt town,Georgia,2562,2553,2533
157,13,051,78036,00000,00000,1,A,Tybee Island city,Georgia,3113,3107,3091
157,13,051,79164,00000,00000,1,A,Vernonburg town,Georgia,136,136,137
157,13,051,99990,00000,00000,1,F,Balance of Chatham County,Georgia,91937,91694,91638
050,13,053,00000,00000,00000,0,C,Chattahoochee County,Georgia,9565,9482,9048
157,13,053,21017,00000,00000,1,A,Cusseta-Chattahoochee County unified government,Georgia,9565,9482,9048
050,13,055,00000,00000,00000,0,A,Chattooga County,Georgia,24965,24921,24932
157,13,055,48092,00000,00000,1,A,Lyerly town,Georgia,453,452,452
157,13,055,50848,00000,00000,1,A,Menlo city,Georgia,481,480,480
157,13,055,74376,00000,00000,1,A,Summerville city,Georgia,4424,4413,4400
157,13,055,77540,00000,00000,1,A,Trion town,Georgia,1966,1960,1963
157,13,055,99990,00000,00000,1,F,Balance of Chattooga County,Georgia,17641,17616,17637
050,13,057,00000,00000,00000,0,A,Cherokee County,Georgia,266620,268043,274615
157,13,057,05036,00000,00000,1,A,Ball Ground city,Georgia,2485,2510,2687
157,13,057,12988,00000,00000,1,A,Canton city,Georgia,32951,33382,34576
157,13,057,39524,00000,00000,1,A,Holly Springs city,Georgia,16251,16493,17473
157,13,057,53172,00000,00000,1,A,Mountain Park city (pt.),Georgia,14,14,14
157,13,057,54572,00000,00000,1,A,Nelson city (pt.),Georgia,598,601,605
157,13,057,79948,00000,00000,1,A,Waleska city,Georgia,728,728,734
157,13,057,84176,00000,00000,1,A,Woodstock city,Georgia,34985,35105,36198
157,13,057,99990,00000,00000,1,F,Balance of Cherokee County,Georgia,178608,179210,182328
050,13,059,00000,00000,00000,0,C,Clarke County,Georgia,128671,128489,128711
157,13,059,03440,00000,00000,1,F,Athens-Clarke County unified government (balance),Georgia,127320,127141,127358
157,13,059,09068,00000,00000,1,A,Bogart town (pt.),Georgia,153,152,155
157,13,059,83728,00000,00000,1,A,Winterville city,Georgia,1198,1196,1198
050,13,061,00000,00000,00000,0,A,Clay County,Georgia,2848,2835,2882
157,13,061,08956,00000,00000,1,A,Bluffton town,Georgia,113,113,114
157,13,061,30816,00000,00000,1,A,Fort Gaines city,Georgia,991,986,999
157,13,061,99990,00000,00000,1,F,Balance of Clay County,Georgia,1744,1736,1769
050,13,063,00000,00000,00000,0,A,Clayton County,Georgia,297595,297417,297100
