STATION,NAME,year,month,day,DAPR,DASF,MDPR,MDSF,PRCP,SN02,SN32,SNOW,SNWD,SX02,SX32,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT14,WT16,WT18
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,01,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1930,02,09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
